epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mAP50_small(B),metrics/mAP50-95_small(B),metrics/small_instances(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1728.2,1.72704,1.0776,1.28074,0.54553,0.37633,0.37613,0.20706,0.02627,0.00738,2834,1.66174,1.05389,1.28507,0.009208,0.009208,0.009208
14,1859.74,1.69493,1.04671,1.26395,0.5961,0.37624,0.41028,0.23334,0.02865,0.00944,2834,1.57453,0.97725,1.24191,0.009142,0.009142,0.009142
15,1991.63,1.66017,1.02514,1.25455,0.55327,0.40625,0.40256,0.22461,0.03444,0.01094,2834,1.56468,0.97044,1.23976,0.009076,0.009076,0.009076
16,2123.14,1.63596,0.99435,1.23392,0.6393,0.39223,0.45534,0.26218,0.03707,0.01173,2834,1.54461,0.92794,1.22324,0.00901,0.00901,0.00901
17,2254.7,1.6141,0.9738,1.22309,0.68028,0.39556,0.44031,0.25705,0.0328,0.01173,2834,1.55606,0.95949,1.22759,0.008944,0.008944,0.008944
18,2386.24,1.60455,0.95814,1.21981,0.65297,0.40696,0.44882,0.25628,0.03446,0.01094,2834,1.57045,0.9516,1.22932,0.008878,0.008878,0.008878
19,2517.86,1.57151,0.9311,1.20434,0.64915,0.42982,0.48247,0.2808,0.03985,0.01303,2834,1.52194,0.88717,1.20614,0.008812,0.008812,0.008812
20,2650.1,1.54427,0.92611,1.19704,0.63644,0.41998,0.4676,0.28298,0.03773,0.01235,2834,1.49665,0.88194,1.19494,0.008746,0.008746,0.008746
21,2781.86,1.53401,0.90572,1.18539,0.62813,0.42341,0.46977,0.27709,0.04649,0.01487,2834,1.46968,0.87295,1.18348,0.00868,0.00868,0.00868
22,2913.06,1.51672,0.88534,1.16542,0.65673,0.41555,0.47936,0.2827,0.03629,0.01199,2834,1.4766,0.86498,1.17796,0.008614,0.008614,0.008614
23,3044.21,1.49548,0.88592,1.1679,0.6439,0.45734,0.48886,0.28667,0.04326,0.01434,2834,1.42658,0.83528,1.17116,0.008548,0.008548,0.008548
24,3174.39,1.49367,0.86896,1.16417,0.64949,0.46599,0.50598,0.30239,0.04227,0.01467,2834,1.40277,0.83277,1.1595,0.008482,0.008482,0.008482
25,3306.38,1.47405,0.85606,1.15819,0.66635,0.45851,0.50617,0.30725,0.04503,0.01494,2834,1.405,0.83058,1.15962,0.008416,0.008416,0.008416
26,3438.03,1.45236,0.83867,1.14833,0.66891,0.4862,0.52337,0.32059,0.04181,0.01439,2834,1.38577,0.81042,1.15194,0.00835,0.00835,0.00835
27,3570.66,1.45455,0.84215,1.14639,0.71306,0.45453,0.51628,0.31265,0.04691,0.01622,2834,1.40428,0.79898,1.15081,0.008284,0.008284,0.008284
28,3704.74,1.4376,0.83327,1.14395,0.71822,0.44826,0.51464,0.31288,0.04158,0.01341,2834,1.40118,0.81945,1.154,0.008218,0.008218,0.008218
29,3840.79,1.43182,0.82079,1.13518,0.6732,0.4708,0.52154,0.31784,0.04483,0.01571,2834,1.37048,0.79518,1.13818,0.008152,0.008152,0.008152
30,3976.03,1.40747,0.80803,1.13134,0.6777,0.47456,0.52462,0.31824,0.04985,0.01757,2834,1.35528,0.77996,1.13463,0.008086,0.008086,0.008086
31,4110.97,1.40936,0.80525,1.12393,0.71795,0.46014,0.54086,0.32961,0.04673,0.01565,2834,1.35098,0.78022,1.13014,0.00802,0.00802,0.00802
32,4246.19,1.39759,0.79189,1.11989,0.71787,0.46995,0.54354,0.33052,0.0494,0.01659,2834,1.34688,0.76835,1.12698,0.007954,0.007954,0.007954
33,4381.37,1.3897,0.79145,1.12117,0.72743,0.48481,0.54746,0.34069,0.04522,0.01498,2834,1.32935,0.75469,1.12085,0.007888,0.007888,0.007888
34,4516.41,1.3748,0.77901,1.11356,0.71066,0.49422,0.55344,0.34203,0.055,0.02024,2834,1.3272,0.75793,1.11614,0.007822,0.007822,0.007822
35,4651.51,1.36929,0.77564,1.10946,0.74122,0.49417,0.56719,0.34542,0.05279,0.01826,2834,1.3175,0.74151,1.11071,0.007756,0.007756,0.007756
36,4786.39,1.36731,0.77465,1.10446,0.71428,0.49878,0.56926,0.35248,0.05011,0.01706,2834,1.31291,0.75428,1.10795,0.00769,0.00769,0.00769
37,4921.37,1.35789,0.76632,1.105,0.72494,0.48897,0.56078,0.3469,0.05681,0.01955,2834,1.3165,0.74223,1.1103,0.007624,0.007624,0.007624
38,5055.98,1.33849,0.75213,1.09037,0.76516,0.49774,0.57879,0.35889,0.05458,0.01881,2834,1.30278,0.7197,1.10492,0.007558,0.007558,0.007558
39,5190.53,1.33452,0.7514,1.09194,0.73612,0.49441,0.56734,0.35655,0.05356,0.019,2834,1.29786,0.72598,1.10323,0.007492,0.007492,0.007492
40,5325.65,1.33135,0.74386,1.08746,0.75374,0.50183,0.56948,0.3543,0.05556,0.01958,2834,1.30063,0.71729,1.102,0.007426,0.007426,0.007426
41,5458.76,1.32439,0.73605,1.08583,0.70597,0.52353,0.5821,0.36683,0.0618,0.02323,2834,1.27944,0.70722,1.09458,0.00736,0.00736,0.00736
42,5593.03,1.31855,0.73397,1.08403,0.72791,0.53726,0.58286,0.36815,0.05601,0.01993,2834,1.26671,0.70797,1.08736,0.007294,0.007294,0.007294
43,5727.07,1.3094,0.7384,1.0831,0.76945,0.51,0.58642,0.36802,0.05613,0.01964,2834,1.28198,0.71635,1.09063,0.007228,0.007228,0.007228
44,5861.35,1.30717,0.72742,1.07769,0.7815,0.50595,0.59137,0.36868,0.05753,0.01989,2834,1.27257,0.69985,1.08788,0.007162,0.007162,0.007162
45,5995.51,1.30337,0.71713,1.07703,0.74592,0.51798,0.58832,0.37112,0.06146,0.02134,2834,1.25574,0.70286,1.08321,0.007096,0.007096,0.007096
46,6129.15,1.29432,0.71851,1.07406,0.76056,0.50419,0.58697,0.36878,0.05821,0.02095,2834,1.25857,0.70346,1.08253,0.00703,0.00703,0.00703
47,6263.75,1.28494,0.71155,1.07256,0.71637,0.52995,0.583,0.36897,0.05673,0.01985,2834,1.26378,0.71274,1.08295,0.006964,0.006964,0.006964
48,6397.93,1.27808,0.70707,1.06827,0.75749,0.51884,0.58555,0.37169,0.0607,0.02193,2834,1.25314,0.68768,1.07885,0.006898,0.006898,0.006898
49,6532.33,1.27771,0.70356,1.06789,0.7436,0.52469,0.59434,0.38221,0.06163,0.02218,2834,1.24165,0.68527,1.07336,0.006832,0.006832,0.006832
50,6665.53,1.26819,0.70205,1.0635,0.75377,0.51752,0.58761,0.38116,0.05707,0.02092,2834,1.23448,0.68842,1.07205,0.006766,0.006766,0.006766
51,6799.65,1.27193,0.70226,1.05922,0.73626,0.53749,0.60643,0.38571,0.06373,0.02302,2834,1.2272,0.6732,1.07027,0.0067,0.0067,0.0067
52,6933.67,1.25897,0.68937,1.05656,0.77029,0.53242,0.60555,0.38481,0.06499,0.02309,2834,1.23624,0.67653,1.07086,0.006634,0.006634,0.006634
53,7067.44,1.25163,0.68573,1.05418,0.77982,0.5237,0.59583,0.38103,0.06169,0.02253,2834,1.22885,0.67062,1.06535,0.006568,0.006568,0.006568
54,7201.78,1.24653,0.68768,1.0527,0.7423,0.53858,0.60757,0.38481,0.06369,0.02352,2834,1.22301,0.67544,1.06721,0.006502,0.006502,0.006502
55,7335.24,1.24601,0.68596,1.05455,0.7726,0.54385,0.61709,0.39202,0.06434,0.0231,2834,1.22098,0.6595,1.06541,0.006436,0.006436,0.006436
56,7469.32,1.24606,0.68207,1.05127,0.76848,0.54246,0.61079,0.38196,0.06675,0.02404,2834,1.22749,0.66936,1.07041,0.00637,0.00637,0.00637
57,7602.9,1.23963,0.67491,1.05099,0.77169,0.53211,0.6148,0.38689,0.06812,0.02444,2834,1.21715,0.6655,1.0658,0.006304,0.006304,0.006304
58,7737.01,1.24187,0.67947,1.04595,0.76442,0.53826,0.61734,0.38891,0.06589,0.02386,2834,1.21347,0.65984,1.06204,0.006238,0.006238,0.006238
59,7870.54,1.22544,0.66506,1.04386,0.78388,0.54499,0.61821,0.3944,0.06729,0.02361,2834,1.21585,0.66291,1.06271,0.006172,0.006172,0.006172
60,8004.56,1.22172,0.66504,1.04294,0.78651,0.54553,0.62531,0.39361,0.0681,0.02387,2834,1.21266,0.64801,1.06327,0.006106,0.006106,0.006106
61,8138.09,1.22198,0.6599,1.04278,0.75914,0.55377,0.61776,0.39363,0.06432,0.02317,2834,1.2079,0.65301,1.05937,0.00604,0.00604,0.00604
62,8272.14,1.21557,0.6568,1.03843,0.78091,0.55969,0.63208,0.40255,0.07259,0.02632,2834,1.20705,0.65623,1.05541,0.005974,0.005974,0.005974
63,8406.48,1.20531,0.65372,1.03367,0.74985,0.55536,0.62232,0.39695,0.06868,0.02571,2834,1.18948,0.64584,1.0545,0.005908,0.005908,0.005908
64,8540.29,1.2085,0.65287,1.03364,0.77506,0.55534,0.6305,0.40186,0.06834,0.02473,2834,1.18824,0.64938,1.04911,0.005842,0.005842,0.005842
65,8674.16,1.20338,0.64958,1.03542,0.81434,0.55727,0.62693,0.40236,0.06861,0.02504,2834,1.19012,0.63956,1.04939,0.005776,0.005776,0.005776
66,8807.85,1.18985,0.64786,1.03309,0.78036,0.55457,0.62746,0.40236,0.07109,0.02661,2834,1.18597,0.63742,1.05564,0.00571,0.00571,0.00571
67,8942.08,1.19003,0.64535,1.03012,0.82876,0.53493,0.63377,0.4017,0.06911,0.02536,2834,1.17837,0.63485,1.0481,0.005644,0.005644,0.005644
68,9076.61,1.19222,0.63939,1.02679,0.77411,0.5617,0.62762,0.40037,0.06766,0.02517,2834,1.19681,0.63621,1.0542,0.005578,0.005578,0.005578
69,9211.21,1.17971,0.63803,1.02108,0.7754,0.55808,0.63257,0.40917,0.07073,0.02687,2834,1.17773,0.6311,1.0467,0.005512,0.005512,0.005512
70,9345.87,1.18418,0.63897,1.02981,0.76381,0.57067,0.64086,0.40991,0.07337,0.02804,2834,1.17219,0.6319,1.04793,0.005446,0.005446,0.005446
71,9479.91,1.17794,0.63271,1.02232,0.75506,0.5708,0.63617,0.4154,0.07365,0.02738,2834,1.17537,0.62231,1.04517,0.00538,0.00538,0.00538
72,9614.42,1.17382,0.6335,1.0215,0.79011,0.5573,0.64289,0.40926,0.07235,0.02642,2834,1.17934,0.62774,1.04526,0.005314,0.005314,0.005314
73,9748.47,1.16553,0.62892,1.01774,0.79375,0.56747,0.64682,0.41481,0.07396,0.02698,2834,1.17184,0.62021,1.04272,0.005248,0.005248,0.005248
74,9882.61,1.16659,0.62712,1.01689,0.78993,0.56945,0.65063,0.41625,0.07249,0.02718,2834,1.16671,0.625,1.04056,0.005182,0.005182,0.005182
75,10017.2,1.16412,0.62318,1.0197,0.77916,0.57577,0.65062,0.41877,0.07508,0.02788,2834,1.16526,0.62451,1.0408,0.005116,0.005116,0.005116
76,10151.4,1.15704,0.62335,1.01604,0.78061,0.57313,0.64887,0.41725,0.07287,0.02649,2834,1.17005,0.62075,1.04341,0.00505,0.00505,0.00505
77,10285.1,1.15871,0.62124,1.01462,0.7979,0.58419,0.65746,0.42315,0.07678,0.0293,2834,1.15935,0.61385,1.03789,0.004984,0.004984,0.004984
78,10419.6,1.15996,0.61981,1.01141,0.78422,0.57043,0.65003,0.42107,0.07367,0.02747,2834,1.15531,0.61945,1.0352,0.004918,0.004918,0.004918
79,10553.3,1.15098,0.6186,1.01299,0.80663,0.56409,0.65244,0.42297,0.07605,0.02862,2834,1.15807,0.61111,1.03951,0.004852,0.004852,0.004852
80,10687.1,1.14641,0.6117,1.00515,0.77149,0.59786,0.65938,0.42377,0.07607,0.02867,2834,1.15746,0.6097,1.03571,0.004786,0.004786,0.004786
81,10821.3,1.13997,0.60911,1.01051,0.7977,0.57481,0.65458,0.42518,0.07929,0.02972,2834,1.15381,0.6126,1.03689,0.00472,0.00472,0.00472
82,10955.5,1.13895,0.61155,1.0124,0.8012,0.57251,0.65799,0.42828,0.07982,0.03,2834,1.14467,0.61265,1.03307,0.004654,0.004654,0.004654
83,11089.9,1.14079,0.60828,1.0059,0.7986,0.5753,0.65356,0.42413,0.07775,0.02923,2834,1.14618,0.61225,1.03197,0.004588,0.004588,0.004588
84,11224.2,1.12995,0.60409,0.99453,0.78387,0.58028,0.65164,0.42215,0.07675,0.02896,2834,1.14977,0.60817,1.03433,0.004522,0.004522,0.004522
85,11358.3,1.13173,0.60256,1.00462,0.79917,0.58359,0.66506,0.43214,0.07749,0.02878,2834,1.14408,0.60385,1.03542,0.004456,0.004456,0.004456
86,11492.3,1.12502,0.60257,1.00455,0.81095,0.5802,0.66129,0.42528,0.07828,0.02921,2834,1.1453,0.60681,1.02935,0.00439,0.00439,0.00439
87,11626.6,1.12215,0.60022,1.00216,0.84414,0.56387,0.6614,0.4352,0.078,0.02978,2834,1.13677,0.597,1.02774,0.004324,0.004324,0.004324
88,11760.8,1.1194,0.59542,0.99641,0.79711,0.58971,0.66409,0.43364,0.0811,0.03087,2834,1.14212,0.596,1.03283,0.004258,0.004258,0.004258
89,11895.4,1.11899,0.59299,1.00074,0.80448,0.5848,0.66763,0.42944,0.08192,0.0307,2834,1.13559,0.59739,1.02845,0.004192,0.004192,0.004192
90,12029.2,1.1175,0.59011,0.99561,0.80827,0.56832,0.65637,0.42637,0.079,0.02935,2834,1.13369,0.59599,1.02817,0.004126,0.004126,0.004126
91,12163.4,1.11374,0.59369,0.99833,0.80988,0.58646,0.66805,0.43224,0.08148,0.03032,2834,1.14202,0.59148,1.02908,0.00406,0.00406,0.00406
92,12297.8,1.10605,0.58662,0.99302,0.79445,0.58509,0.67007,0.43565,0.0825,0.03124,2834,1.13769,0.59167,1.02774,0.003994,0.003994,0.003994
93,12435.1,1.11373,0.59282,0.99736,0.77703,0.60697,0.67449,0.438,0.08196,0.03145,2834,1.13314,0.58781,1.02692,0.003928,0.003928,0.003928
94,12711.4,1.09259,0.58318,0.99142,0.80723,0.59082,0.67968,0.44338,0.0843,0.03222,2834,1.12708,0.58617,1.02544,0.003862,0.003862,0.003862
95,12905.5,1.10469,0.58609,0.99531,0.82261,0.58178,0.67354,0.43761,0.08321,0.03078,2834,1.12837,0.59152,1.02434,0.003796,0.003796,0.003796
96,13041.9,1.09964,0.58337,0.99309,0.81507,0.58441,0.67353,0.43912,0.082,0.03111,2834,1.1225,0.59124,1.02171,0.00373,0.00373,0.00373
97,13179.1,1.09538,0.58085,0.98641,0.78949,0.60231,0.6776,0.43799,0.08314,0.03044,2834,1.12532,0.58327,1.02353,0.003664,0.003664,0.003664
98,13317,1.09566,0.58213,0.99232,0.80889,0.59563,0.6746,0.43952,0.08273,0.03077,2834,1.12208,0.58308,1.02083,0.003598,0.003598,0.003598
99,13455,1.0834,0.57901,0.9886,0.79731,0.59991,0.68014,0.43956,0.08653,0.03226,2834,1.11682,0.58198,1.02145,0.003532,0.003532,0.003532
100,13593.2,1.09301,0.57849,0.99078,0.7998,0.59816,0.67857,0.43987,0.08641,0.03237,2834,1.12222,0.57979,1.02093,0.003466,0.003466,0.003466
101,13731.6,1.08605,0.57512,0.98804,0.78849,0.60619,0.68168,0.44055,0.08533,0.03177,2834,1.12109,0.58233,1.02106,0.0034,0.0034,0.0034
102,13869.1,1.07169,0.56897,0.983,0.78709,0.60703,0.68018,0.44192,0.08715,0.03273,2834,1.11999,0.57712,1.02295,0.003334,0.003334,0.003334
103,14008.3,1.08087,0.57461,0.98191,0.75995,0.6269,0.68495,0.4432,0.08706,0.03232,2834,1.1233,0.57882,1.02273,0.003268,0.003268,0.003268
104,14144.7,1.07484,0.56787,0.98215,0.75547,0.6127,0.67671,0.43778,0.08587,0.0318,2834,1.12869,0.5799,1.02368,0.003202,0.003202,0.003202
105,14282.6,1.06711,0.56547,0.97693,0.77502,0.61187,0.68045,0.44478,0.08811,0.0336,2834,1.12335,0.57607,1.01959,0.003136,0.003136,0.003136
106,14421.3,1.07444,0.5703,0.9807,0.79719,0.60099,0.67857,0.44395,0.08521,0.03241,2834,1.1185,0.57479,1.01862,0.00307,0.00307,0.00307
107,14556.3,1.06978,0.56371,0.97997,0.80045,0.60176,0.67637,0.44327,0.08697,0.03338,2834,1.12201,0.57258,1.01886,0.003004,0.003004,0.003004
108,14692.5,1.0707,0.56686,0.97589,0.78533,0.62106,0.68417,0.44517,0.08827,0.03323,2834,1.12289,0.57979,1.01833,0.002938,0.002938,0.002938
109,14824,1.07818,0.56955,0.97473,0.80672,0.61202,0.68401,0.44124,0.09277,0.03461,2834,1.12232,0.57839,1.01848,0.002872,0.002872,0.002872
110,14952.7,1.07508,0.56817,0.97317,0.80207,0.62134,0.69147,0.44791,0.09401,0.03481,2834,1.12867,0.57397,1.02058,0.002806,0.002806,0.002806
111,15082.3,1.06881,0.56413,0.97378,0.82095,0.59838,0.68203,0.44497,0.0917,0.03496,2834,1.12853,0.57648,1.01894,0.00274,0.00274,0.00274
112,15210.5,1.07248,0.56298,0.97555,0.80054,0.60468,0.68588,0.44432,0.09616,0.03547,2834,1.12772,0.57281,1.0188,0.002674,0.002674,0.002674
113,15339.6,1.06221,0.55886,0.97342,0.8358,0.58237,0.68258,0.44643,0.09302,0.03543,2834,1.12312,0.5748,1.01774,0.002608,0.002608,0.002608
114,15468.8,1.06372,0.55966,0.97324,0.83946,0.59782,0.69219,0.44962,0.09624,0.03629,2834,1.12215,0.57325,1.01583,0.002542,0.002542,0.002542
115,15598,1.06957,0.5626,0.97432,0.82262,0.59569,0.69041,0.44898,0.09477,0.03615,2834,1.12093,0.57262,1.0139,0.002476,0.002476,0.002476
116,15726.4,1.06244,0.56039,0.96838,0.81426,0.60111,0.69079,0.44879,0.09281,0.03557,2834,1.12217,0.56966,1.01778,0.00241,0.00241,0.00241
117,15854,1.06097,0.55759,0.96894,0.80269,0.60663,0.6907,0.44959,0.09678,0.03611,2834,1.11949,0.56716,1.01423,0.002344,0.002344,0.002344
118,15982.6,1.05737,0.55417,0.96796,0.81888,0.60481,0.6892,0.45045,0.09486,0.03573,2834,1.12264,0.57162,1.0164,0.002278,0.002278,0.002278
119,16113.8,1.04968,0.55172,0.96823,0.81278,0.6106,0.69573,0.4525,0.09508,0.03532,2834,1.12132,0.57221,1.01516,0.002212,0.002212,0.002212
120,16244.6,1.04442,0.55076,0.97007,0.78426,0.6257,0.69382,0.45169,0.09424,0.03597,2834,1.11486,0.5687,1.01279,0.002146,0.002146,0.002146
121,16372.7,1.04582,0.5496,0.96413,0.82487,0.60814,0.69014,0.45098,0.09458,0.03577,2834,1.11391,0.57016,1.01227,0.00208,0.00208,0.00208
122,16501.2,1.04596,0.54986,0.96715,0.84395,0.60355,0.69546,0.4502,0.09625,0.03609,2834,1.11508,0.56796,1.01538,0.002014,0.002014,0.002014
123,16629.1,1.04477,0.54837,0.95925,0.81545,0.60902,0.68691,0.45048,0.09465,0.0357,2834,1.11014,0.56677,1.01276,0.001948,0.001948,0.001948
124,16758.1,1.03768,0.54856,0.96416,0.79902,0.61091,0.6887,0.45183,0.09484,0.03636,2834,1.11015,0.56598,1.01261,0.001882,0.001882,0.001882
125,16887.8,1.0427,0.54768,0.96663,0.82447,0.6144,0.69847,0.45286,0.09635,0.03713,2834,1.11044,0.56629,1.0117,0.001816,0.001816,0.001816
126,17017.6,1.03611,0.54672,0.95933,0.82973,0.6103,0.69722,0.45443,0.09843,0.03742,2834,1.10778,0.56645,1.00973,0.00175,0.00175,0.00175
127,17295.2,1.03501,0.5433,0.95688,0.81375,0.61039,0.69859,0.45491,0.09858,0.03719,2834,1.10713,0.56411,1.00904,0.001684,0.001684,0.001684
128,17576.3,1.03185,0.54316,0.95693,0.82449,0.61547,0.69882,0.45458,0.10061,0.03731,2834,1.10565,0.56159,1.00851,0.001618,0.001618,0.001618
129,17858.3,1.02759,0.54018,0.95592,0.79471,0.62684,0.70187,0.45443,0.09725,0.03688,2834,1.10864,0.56244,1.00895,0.001552,0.001552,0.001552
130,18142.1,1.02456,0.5379,0.9561,0.78977,0.63051,0.69921,0.45667,0.09696,0.03734,2834,1.10654,0.56367,1.00849,0.001486,0.001486,0.001486
131,18427.9,1.0215,0.5397,0.95969,0.81351,0.61582,0.69864,0.45589,0.09726,0.03727,2834,1.10338,0.56256,1.00889,0.00142,0.00142,0.00142
132,18713.7,1.01799,0.53525,0.95324,0.80889,0.62041,0.70512,0.45544,0.10011,0.0385,2834,1.10497,0.56093,1.00981,0.001354,0.001354,0.001354
133,19003.9,1.01802,0.5344,0.95616,0.82129,0.62385,0.70255,0.45687,0.10052,0.03834,2834,1.10635,0.55884,1.01025,0.001288,0.001288,0.001288
134,19289.5,1.01629,0.53292,0.95266,0.82713,0.61339,0.69748,0.45519,0.09966,0.03758,2834,1.10552,0.55797,1.00944,0.001222,0.001222,0.001222
135,19572.2,1.01622,0.53559,0.95444,0.823,0.61212,0.69812,0.45426,0.09865,0.03695,2834,1.10383,0.55827,1.00865,0.001156,0.001156,0.001156
136,19855.6,1.01189,0.52818,0.94846,0.7677,0.64855,0.70399,0.45647,0.10022,0.03772,2834,1.10567,0.55839,1.00794,0.00109,0.00109,0.00109
137,20137.5,1.00721,0.52819,0.95187,0.8138,0.61998,0.70279,0.45839,0.09941,0.03786,2834,1.10369,0.55663,1.00759,0.001024,0.001024,0.001024
138,20420,1.00256,0.526,0.95281,0.81487,0.6248,0.70285,0.45825,0.10086,0.0383,2834,1.10219,0.55784,1.00812,0.000958,0.000958,0.000958
139,20700.1,1.01066,0.52848,0.9523,0.83459,0.61814,0.70249,0.45894,0.10225,0.03872,2834,1.10178,0.55683,1.00687,0.000892,0.000892,0.000892
140,20918.6,0.99916,0.52337,0.94969,0.81659,0.61732,0.69741,0.4563,0.10135,0.03858,2834,1.10371,0.55685,1.0081,0.000826,0.000826,0.000826
141,21240.2,1.00058,0.5262,0.94544,0.80272,0.62287,0.70063,0.45759,0.10184,0.03814,2834,1.10199,0.55638,1.00633,0.00076,0.00076,0.00076
142,21478.2,0.99801,0.52705,0.94621,0.82117,0.61849,0.70181,0.45932,0.10271,0.03879,2834,1.09909,0.55576,1.00512,0.000694,0.000694,0.000694
143,21623.7,0.99693,0.5215,0.94389,0.82217,0.61637,0.70435,0.46119,0.10186,0.0387,2834,1.0982,0.55492,1.00511,0.000628,0.000628,0.000628
144,21953.3,0.99415,0.5194,0.94521,0.82427,0.62365,0.70567,0.46091,0.10312,0.03898,2834,1.09778,0.5559,1.00486,0.000562,0.000562,0.000562
145,22243,0.99019,0.52014,0.94455,0.81127,0.63104,0.70999,0.46064,0.10358,0.039,2834,1.09813,0.55533,1.00523,0.000496,0.000496,0.000496
146,22557.5,0.99446,0.52193,0.94443,0.79992,0.63743,0.71007,0.46305,0.10424,0.03954,2834,1.09788,0.55459,1.00586,0.00043,0.00043,0.00043
147,22858.1,0.98875,0.52047,0.94555,0.79967,0.64143,0.70981,0.4625,0.10313,0.03933,2834,1.09595,0.55461,1.00527,0.000364,0.000364,0.000364
148,23113.5,0.98288,0.51712,0.9415,0.81786,0.63113,0.70922,0.46267,0.10346,0.03924,2834,1.09652,0.55344,1.00545,0.000298,0.000298,0.000298
149,23249,0.98331,0.51874,0.94469,0.81941,0.62688,0.71001,0.46254,0.10242,0.03867,2834,1.09539,0.55345,1.00513,0.000232,0.000232,0.000232
150,23374.2,0.97457,0.51231,0.94129,0.81242,0.62549,0.71021,0.46386,0.10202,0.03878,2834,1.09737,0.55338,1.00544,0.000166,0.000166,0.000166
