epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mAP50_small(B),metrics/mAP50-95_small(B),metrics/small_instances(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,3197.05,1.77517,1.11527,1.31168,0.50391,0.34471,0.34371,0.18608,0.02656,0.00858,2834,1.69642,1.0518,1.30604,0.009274,0.009274,0.009274
13,3329.66,1.7368,1.09144,1.28858,0.56647,0.36043,0.38533,0.21325,0.02619,0.00794,2834,1.65258,1.0292,1.28353,0.009208,0.009208,0.009208
14,3454.07,1.71724,1.06373,1.27816,0.5661,0.37922,0.39767,0.22231,0.02867,0.00857,2834,1.6092,0.98631,1.26292,0.009142,0.009142,0.009142
15,3577.91,1.67349,1.03483,1.26309,0.52721,0.39789,0.38618,0.21828,0.02512,0.00808,2834,1.57833,1.02587,1.24889,0.009076,0.009076,0.009076
16,3702.28,1.6393,1.00775,1.24257,0.60393,0.39379,0.42785,0.24113,0.03372,0.01061,2834,1.57432,0.96871,1.25307,0.00901,0.00901,0.00901
17,3826.28,1.62383,0.97365,1.23515,0.60378,0.3964,0.42677,0.24476,0.0297,0.00959,2834,1.56818,0.96026,1.24501,0.008944,0.008944,0.008944
18,3952.02,1.60454,0.97047,1.22603,0.5892,0.4174,0.44905,0.25599,0.03545,0.01156,2834,1.51247,0.92395,1.21772,0.008878,0.008878,0.008878
19,4090.12,1.57845,0.94524,1.21583,0.62826,0.40292,0.45383,0.26673,0.03782,0.01263,2834,1.53067,0.89446,1.22152,0.008812,0.008812,0.008812
20,4226.9,1.5569,0.93649,1.20923,0.61721,0.40389,0.44357,0.25663,0.03801,0.01184,2834,1.47533,0.90707,1.1953,0.008746,0.008746,0.008746
21,4366.83,1.53916,0.9148,1.19346,0.58327,0.45249,0.46917,0.28053,0.0386,0.01204,2834,1.4728,0.88862,1.19472,0.00868,0.00868,0.00868
22,4506.25,1.53313,0.90422,1.17767,0.65228,0.44202,0.4783,0.27298,0.03876,0.01253,2834,1.46567,0.86161,1.18687,0.008614,0.008614,0.008614
23,4649.05,1.51383,0.89655,1.18339,0.65988,0.42473,0.46694,0.27633,0.03871,0.01302,2834,1.47895,0.88369,1.19831,0.008548,0.008548,0.008548
24,4804.47,1.50516,0.87534,1.17394,0.67413,0.44354,0.50213,0.29684,0.04428,0.01479,2834,1.42651,0.83767,1.17464,0.008482,0.008482,0.008482
25,4945.01,1.48136,0.86602,1.1669,0.65524,0.45143,0.49883,0.29945,0.0395,0.01238,2834,1.43599,0.83496,1.17599,0.008416,0.008416,0.008416
26,5100.8,1.4589,0.85353,1.1564,0.60273,0.47522,0.50133,0.29951,0.0458,0.01477,2834,1.4046,0.83345,1.16293,0.00835,0.00835,0.00835
27,5239.75,1.45882,0.84838,1.15226,0.66517,0.46658,0.51446,0.30886,0.04587,0.01483,2834,1.41437,0.81868,1.1635,0.008284,0.008284,0.008284
28,5375.86,1.43943,0.83181,1.14555,0.6891,0.45531,0.515,0.30831,0.04311,0.01431,2834,1.39398,0.81919,1.15344,0.008218,0.008218,0.008218
29,5518.94,1.43551,0.8247,1.14084,0.68818,0.46027,0.50529,0.30211,0.04541,0.01478,2834,1.38039,0.81173,1.14894,0.008152,0.008152,0.008152
30,5676.08,1.42439,0.82029,1.14222,0.66251,0.47878,0.51798,0.31385,0.04897,0.01627,2834,1.37067,0.79739,1.14745,0.008086,0.008086,0.008086
31,5849.45,1.41525,0.81443,1.13238,0.70978,0.47156,0.52898,0.32424,0.04659,0.01468,2834,1.3812,0.80032,1.14554,0.00802,0.00802,0.00802
32,6011.17,1.40418,0.80752,1.12922,0.72527,0.45666,0.5395,0.33361,0.04889,0.01629,2834,1.34487,0.78011,1.13206,0.007954,0.007954,0.007954
33,6158.03,1.39418,0.79457,1.12793,0.72911,0.47906,0.54789,0.3399,0.04549,0.01549,2834,1.34806,0.76682,1.13292,0.007888,0.007888,0.007888
34,6364.62,1.38621,0.791,1.12192,0.69054,0.48757,0.53007,0.32074,0.0488,0.01619,2834,1.35192,0.78263,1.14174,0.007822,0.007822,0.007822
35,6596.44,1.38226,0.78669,1.12115,0.66341,0.5067,0.54853,0.33142,0.05305,0.01716,2834,1.34318,0.76316,1.12651,0.007756,0.007756,0.007756
36,6771.49,1.37824,0.78313,1.11562,0.67839,0.47679,0.53524,0.31976,0.05176,0.01793,2834,1.35122,0.77141,1.1283,0.00769,0.00769,0.00769
37,6952.46,1.36117,0.77091,1.11107,0.69983,0.49158,0.54711,0.33938,0.05294,0.01761,2834,1.32186,0.75695,1.11998,0.007624,0.007624,0.007624
38,7110.12,1.35773,0.7638,1.10209,0.68855,0.48964,0.54412,0.33402,0.0487,0.01692,2834,1.33157,0.77489,1.1194,0.007558,0.007558,0.007558
39,7264.88,1.34466,0.75752,1.104,0.73711,0.51627,0.57233,0.35322,0.05455,0.01825,2834,1.3047,0.7469,1.11051,0.007492,0.007492,0.007492
40,7409.74,1.33947,0.74537,1.09745,0.7212,0.48795,0.5603,0.35096,0.0556,0.01939,2834,1.30995,0.73798,1.11157,0.007426,0.007426,0.007426
41,7561.99,1.33791,0.7439,1.09604,0.73455,0.48939,0.57183,0.35205,0.05911,0.02031,2834,1.30561,0.7412,1.10796,0.00736,0.00736,0.00736
42,7705.31,1.3338,0.74522,1.09439,0.73452,0.50465,0.57755,0.3587,0.05543,0.01951,2834,1.28812,0.72144,1.1043,0.007294,0.007294,0.007294
43,7871.96,1.32046,0.74131,1.09339,0.7321,0.50685,0.57023,0.35055,0.05671,0.01934,2834,1.2931,0.73927,1.1109,0.007228,0.007228,0.007228
44,8027.85,1.31344,0.72879,1.08805,0.71289,0.50452,0.56824,0.34985,0.05569,0.0185,2834,1.28703,0.7296,1.1059,0.007162,0.007162,0.007162
45,8155.28,1.30935,0.72276,1.08604,0.73076,0.51683,0.58461,0.36614,0.05764,0.02022,2834,1.27548,0.71728,1.1008,0.007096,0.007096,0.007096
46,8279.87,1.3098,0.72564,1.08726,0.75626,0.53033,0.59254,0.36568,0.06185,0.02126,2834,1.28759,0.71092,1.10388,0.00703,0.00703,0.00703
47,8403.58,1.29827,0.71628,1.083,0.75312,0.51405,0.58745,0.36809,0.06042,0.02076,2834,1.27419,0.71234,1.09351,0.006964,0.006964,0.006964
48,8527.5,1.28688,0.71452,1.07628,0.73387,0.53137,0.59218,0.36979,0.06727,0.02377,2834,1.26137,0.70442,1.09057,0.006898,0.006898,0.006898
49,8650.98,1.28426,0.71153,1.07419,0.74394,0.50971,0.58125,0.35868,0.06465,0.02316,2834,1.26459,0.71455,1.09444,0.006832,0.006832,0.006832
50,8774.74,1.27309,0.70591,1.0713,0.69205,0.53068,0.57975,0.36682,0.05879,0.02062,2834,1.25635,0.69935,1.09041,0.006766,0.006766,0.006766
51,8898.88,1.27734,0.70675,1.06789,0.72112,0.53273,0.59565,0.3751,0.06152,0.02093,2834,1.2461,0.69014,1.08125,0.0067,0.0067,0.0067
52,9030.06,1.26835,0.69473,1.06337,0.73156,0.53948,0.59079,0.3765,0.06676,0.02344,2834,1.24685,0.69052,1.08597,0.006634,0.006634,0.006634
53,9163.76,1.26235,0.68838,1.06175,0.70514,0.53911,0.5901,0.37401,0.06556,0.02229,2834,1.256,0.6886,1.08828,0.006568,0.006568,0.006568
54,9315.93,1.25723,0.69298,1.06241,0.72977,0.52594,0.59061,0.37309,0.0648,0.02271,2834,1.2376,0.68626,1.08006,0.006502,0.006502,0.006502
55,9472.9,1.25994,0.68949,1.06294,0.76081,0.51256,0.5841,0.37182,0.06377,0.02298,2834,1.23599,0.68865,1.07581,0.006436,0.006436,0.006436
56,9629.47,1.25504,0.68721,1.06017,0.73222,0.53662,0.59099,0.36724,0.06807,0.02304,2834,1.24039,0.68192,1.07952,0.00637,0.00637,0.00637
57,9766.22,1.25231,0.68307,1.05695,0.75751,0.54002,0.61276,0.38431,0.069,0.02448,2834,1.21615,0.67241,1.07207,0.006304,0.006304,0.006304
58,9906.42,1.25174,0.68211,1.05204,0.72421,0.52965,0.59969,0.38117,0.06631,0.02266,2834,1.22292,0.67156,1.0689,0.006238,0.006238,0.006238
59,10049,1.23299,0.67092,1.0492,0.76198,0.54498,0.61355,0.38052,0.07221,0.02495,2834,1.234,0.67808,1.07651,0.006172,0.006172,0.006172
60,10255.2,1.23253,0.67138,1.04922,0.75438,0.54633,0.60975,0.3865,0.06939,0.02362,2834,1.22761,0.66344,1.07536,0.006106,0.006106,0.006106
61,10391.3,1.2317,0.66533,1.04997,0.75027,0.53569,0.61682,0.39026,0.0687,0.02435,2834,1.22748,0.65572,1.07276,0.00604,0.00604,0.00604
62,10587.6,1.22098,0.65946,1.04561,0.76128,0.56636,0.62785,0.39192,0.07001,0.02433,2834,1.22301,0.65493,1.06645,0.005974,0.005974,0.005974
63,10755.1,1.21718,0.65583,1.04308,0.74011,0.55824,0.62325,0.39915,0.07147,0.0241,2834,1.21375,0.65239,1.06426,0.005908,0.005908,0.005908
64,10900.3,1.21413,0.65755,1.04265,0.73852,0.56097,0.62317,0.39318,0.06976,0.02431,2834,1.21421,0.65384,1.06307,0.005842,0.005842,0.005842
65,11036.5,1.20305,0.64979,1.04026,0.74703,0.56021,0.63186,0.40394,0.07399,0.02568,2834,1.21924,0.65348,1.06251,0.005776,0.005776,0.005776
66,11175.2,1.19836,0.65184,1.03964,0.79059,0.52548,0.62027,0.40044,0.06749,0.02501,2834,1.19835,0.64191,1.05946,0.00571,0.00571,0.00571
67,11310.8,1.19948,0.64577,1.03666,0.76746,0.55682,0.63341,0.40606,0.07426,0.02725,2834,1.20195,0.64328,1.05943,0.005644,0.005644,0.005644
68,11444.4,1.19612,0.6461,1.03454,0.76018,0.54199,0.61493,0.39688,0.06578,0.02424,2834,1.19059,0.64616,1.0559,0.005578,0.005578,0.005578
69,11580.6,1.18444,0.64355,1.02854,0.79402,0.5576,0.63295,0.40467,0.07015,0.02579,2834,1.19271,0.64613,1.05697,0.005512,0.005512,0.005512
70,11721.9,1.19062,0.64285,1.03768,0.77408,0.53897,0.62651,0.4012,0.07227,0.02614,2834,1.19185,0.63946,1.05785,0.005446,0.005446,0.005446
71,11855.1,1.18348,0.63597,1.02985,0.77976,0.55213,0.63445,0.40571,0.07542,0.02702,2834,1.19664,0.63976,1.0569,0.00538,0.00538,0.00538
72,11994.1,1.17793,0.63245,1.02744,0.75358,0.55809,0.62794,0.40192,0.0741,0.02657,2834,1.17854,0.63544,1.04925,0.005314,0.005314,0.005314
73,12276.8,1.17899,0.63326,1.02735,0.7871,0.54294,0.62667,0.39882,0.07505,0.02613,2834,1.18495,0.64233,1.04979,0.005248,0.005248,0.005248
74,12462.7,1.17521,0.62916,1.02301,0.76176,0.55017,0.63869,0.40807,0.07504,0.0274,2834,1.17958,0.6274,1.04847,0.005182,0.005182,0.005182
75,12618.1,1.168,0.62508,1.02369,0.7749,0.55121,0.63276,0.40675,0.07499,0.0273,2834,1.17623,0.62551,1.04899,0.005116,0.005116,0.005116
76,12756.1,1.16504,0.62715,1.02227,0.77448,0.55006,0.63657,0.41058,0.07563,0.02813,2834,1.17532,0.62781,1.0478,0.00505,0.00505,0.00505
77,12963.1,1.16418,0.61994,1.02055,0.76945,0.56011,0.64106,0.41284,0.07299,0.02709,2834,1.17027,0.61681,1.04882,0.004984,0.004984,0.004984
78,13134.8,1.1682,0.61772,1.01786,0.77701,0.56293,0.643,0.4097,0.07623,0.0271,2834,1.17562,0.62699,1.04873,0.004918,0.004918,0.004918
79,13298.5,1.16058,0.6172,1.01999,0.77566,0.5585,0.63316,0.41054,0.07697,0.02943,2834,1.17493,0.61866,1.04881,0.004852,0.004852,0.004852
80,13537.5,1.15169,0.6178,1.01169,0.78393,0.5675,0.64875,0.41735,0.07945,0.02978,2834,1.15982,0.61682,1.04205,0.004786,0.004786,0.004786
81,13790.9,1.14387,0.60937,1.01515,0.8148,0.55803,0.65465,0.41802,0.08095,0.02904,2834,1.16057,0.62061,1.04095,0.00472,0.00472,0.00472
82,13988.6,1.14427,0.61333,1.01779,0.77731,0.5697,0.6523,0.41945,0.07804,0.02933,2834,1.16307,0.61986,1.04557,0.004654,0.004654,0.004654
83,14364.3,1.15049,0.60843,1.01053,0.77701,0.57477,0.64814,0.41739,0.07768,0.02841,2834,1.16444,0.6128,1.04498,0.004588,0.004588,0.004588
84,14650.9,1.13953,0.60592,1.00055,0.75935,0.58473,0.65293,0.42097,0.07826,0.02874,2834,1.15456,0.61363,1.03967,0.004522,0.004522,0.004522
85,14936.3,1.1411,0.60145,1.01055,0.77265,0.58164,0.65624,0.42587,0.07967,0.03029,2834,1.14235,0.61012,1.03444,0.004456,0.004456,0.004456
86,15226.1,1.13727,0.60313,1.01408,0.80918,0.58604,0.66176,0.42431,0.08238,0.03093,2834,1.15285,0.60548,1.0385,0.00439,0.00439,0.00439
87,15515.2,1.1281,0.59856,1.00859,0.76875,0.58515,0.66659,0.43034,0.08219,0.03042,2834,1.15477,0.6055,1.03728,0.004324,0.004324,0.004324
88,15791.3,1.12529,0.59601,1.00267,0.7763,0.58159,0.66323,0.42984,0.08404,0.03122,2834,1.15175,0.6025,1.03858,0.004258,0.004258,0.004258
89,16068.9,1.12701,0.59749,1.00837,0.78487,0.58255,0.65446,0.41888,0.08112,0.02975,2834,1.15652,0.60308,1.03987,0.004192,0.004192,0.004192
90,16362.8,1.12421,0.59277,1.00143,0.78013,0.5836,0.65905,0.42413,0.08147,0.02887,2834,1.1477,0.59966,1.03626,0.004126,0.004126,0.004126
91,16650.3,1.11948,0.59116,1.00401,0.75353,0.58834,0.66135,0.42281,0.0827,0.03018,2834,1.15377,0.59671,1.04015,0.00406,0.00406,0.00406
92,16934.7,1.1119,0.58917,0.99913,0.7742,0.5888,0.66258,0.42609,0.08321,0.02982,2834,1.1472,0.59216,1.03709,0.003994,0.003994,0.003994
93,17211.5,1.11344,0.59003,1.00264,0.78183,0.5776,0.66332,0.4299,0.08402,0.03163,2834,1.14023,0.5905,1.03387,0.003928,0.003928,0.003928
94,17495.3,1.10112,0.58279,0.99886,0.81375,0.57599,0.67116,0.43086,0.08887,0.03209,2834,1.14045,0.58942,1.03483,0.003862,0.003862,0.003862
95,17777.8,1.11323,0.58643,1.00131,0.78613,0.57793,0.6629,0.43322,0.08643,0.03156,2834,1.13651,0.58785,1.03001,0.003796,0.003796,0.003796
96,18196.6,1.10287,0.58597,0.99882,0.79552,0.57868,0.67122,0.43232,0.08878,0.032,2834,1.14024,0.59246,1.03215,0.00373,0.00373,0.00373
97,18508.3,1.10491,0.5804,0.99488,0.7768,0.59343,0.6642,0.42814,0.08547,0.03197,2834,1.13237,0.58879,1.03024,0.003664,0.003664,0.003664
98,18775.7,1.09977,0.58187,0.99783,0.79826,0.58792,0.67673,0.43676,0.08531,0.03163,2834,1.13151,0.5814,1.02971,0.003598,0.003598,0.003598
99,19226.2,1.08723,0.57864,0.99415,0.78803,0.59413,0.67432,0.43671,0.08741,0.0325,2834,1.13031,0.58993,1.03005,0.003532,0.003532,0.003532
100,19690.3,1.09428,0.57644,0.99626,0.76317,0.62022,0.67857,0.43868,0.08715,0.03164,2834,1.13092,0.58454,1.02942,0.003466,0.003466,0.003466
101,20090.3,1.08901,0.57344,0.99317,0.7954,0.59846,0.67845,0.43814,0.08853,0.03182,2834,1.12928,0.58528,1.02821,0.0034,0.0034,0.0034
102,20382.9,1.08074,0.56964,0.98943,0.75768,0.61346,0.67836,0.43989,0.08897,0.03271,2834,1.1231,0.57864,1.02635,0.003334,0.003334,0.003334
103,20671.2,1.08447,0.57314,0.98777,0.77885,0.5955,0.67434,0.43967,0.08744,0.03221,2834,1.11699,0.57838,1.02207,0.003268,0.003268,0.003268
104,20951,1.07056,0.56668,0.98446,0.79081,0.60851,0.6783,0.4397,0.08849,0.03201,2834,1.12533,0.57942,1.0251,0.003202,0.003202,0.003202
105,21236.8,1.06866,0.56279,0.98317,0.80898,0.60906,0.68273,0.44533,0.08942,0.03368,2834,1.12226,0.57636,1.02465,0.003136,0.003136,0.003136
106,21514.2,1.07796,0.56459,0.98671,0.80227,0.60868,0.68551,0.44274,0.09023,0.03319,2834,1.1207,0.57669,1.02378,0.00307,0.00307,0.00307
107,21771.9,1.07079,0.55845,0.98494,0.79577,0.61407,0.68273,0.44298,0.08883,0.03313,2834,1.11582,0.57147,1.02206,0.003004,0.003004,0.003004
108,22093.8,1.06221,0.55896,0.98254,0.78781,0.61582,0.68768,0.4458,0.09217,0.03389,2834,1.11587,0.57321,1.02396,0.002938,0.002938,0.002938
109,22429.2,1.06563,0.55932,0.9811,0.77918,0.60848,0.68643,0.44474,0.09208,0.03422,2834,1.11564,0.5734,1.02398,0.002872,0.002872,0.002872
110,22677,1.05895,0.56161,0.9787,0.82258,0.60056,0.68701,0.4441,0.09138,0.0339,2834,1.11235,0.57279,1.02417,0.002806,0.002806,0.002806
111,22925.2,1.05658,0.5545,0.97714,0.802,0.60931,0.68779,0.44539,0.09172,0.03389,2834,1.11817,0.57257,1.02467,0.00274,0.00274,0.00274
112,23185.6,1.06518,0.55516,0.98088,0.79565,0.61393,0.68981,0.44715,0.09375,0.03433,2834,1.12162,0.56843,1.02549,0.002674,0.002674,0.002674
113,23533.7,1.05226,0.54927,0.97782,0.82534,0.60604,0.68932,0.44751,0.09495,0.03494,2834,1.1191,0.56723,1.02464,0.002608,0.002608,0.002608
114,24006.9,1.05028,0.55345,0.97969,0.79583,0.61462,0.69048,0.44637,0.09334,0.03446,2834,1.11683,0.57218,1.02242,0.002542,0.002542,0.002542
115,24299.3,1.05327,0.54829,0.97791,0.81578,0.60738,0.68437,0.44527,0.09395,0.03519,2834,1.11688,0.56686,1.02316,0.002476,0.002476,0.002476
116,24593.3,1.04545,0.54707,0.97341,0.80693,0.61417,0.69134,0.45088,0.09403,0.03494,2834,1.1139,0.5674,1.02164,0.00241,0.00241,0.00241
117,24862.9,1.05113,0.54851,0.9727,0.81516,0.61276,0.69081,0.44911,0.09745,0.03538,2834,1.11879,0.56614,1.02367,0.002344,0.002344,0.002344
118,25127.6,1.04056,0.54492,0.9731,0.83175,0.61273,0.69492,0.45143,0.09756,0.03627,2834,1.10727,0.56087,1.02237,0.002278,0.002278,0.002278
119,25394.7,1.03744,0.54544,0.97264,0.79868,0.61307,0.68801,0.44825,0.0953,0.0352,2834,1.11053,0.56485,1.02206,0.002212,0.002212,0.002212
120,25659,1.03151,0.53871,0.97121,0.78137,0.62772,0.69453,0.45297,0.09647,0.03577,2834,1.10607,0.56394,1.01997,0.002146,0.002146,0.002146
121,25928.2,1.03649,0.54104,0.97079,0.80716,0.61737,0.69205,0.44918,0.09391,0.03473,2834,1.10435,0.56216,1.01874,0.00208,0.00208,0.00208
122,26336.7,1.03383,0.53871,0.97024,0.79651,0.62059,0.69174,0.44989,0.09436,0.03474,2834,1.10463,0.56266,1.01821,0.002014,0.002014,0.002014
123,26627.9,1.0288,0.53772,0.96277,0.8145,0.61715,0.70077,0.45203,0.09612,0.03511,2834,1.10293,0.56079,1.01825,0.001948,0.001948,0.001948
124,26896.5,1.02644,0.53791,0.9699,0.78894,0.61434,0.69188,0.44887,0.09489,0.03471,2834,1.09969,0.56141,1.01744,0.001882,0.001882,0.001882
125,27165.9,1.02853,0.53492,0.97253,0.80478,0.61167,0.6957,0.45183,0.09619,0.03463,2834,1.09612,0.55838,1.0165,0.001816,0.001816,0.001816
126,27445,1.01782,0.53253,0.96455,0.80989,0.61231,0.69325,0.45245,0.09662,0.03522,2834,1.09779,0.55749,1.01645,0.00175,0.00175,0.00175
127,27724.9,1.02198,0.52936,0.96347,0.82569,0.60362,0.69298,0.45038,0.09563,0.03494,2834,1.09971,0.55723,1.01598,0.001684,0.001684,0.001684
128,28002.3,1.01719,0.53151,0.96167,0.799,0.62137,0.69985,0.45193,0.09676,0.03509,2834,1.10134,0.55668,1.01846,0.001618,0.001618,0.001618
129,28266.9,1.01508,0.53043,0.9627,0.79146,0.63617,0.69759,0.45281,0.09617,0.03507,2834,1.09854,0.55384,1.01674,0.001552,0.001552,0.001552
130,28530.5,1.01048,0.52947,0.96192,0.808,0.61514,0.69709,0.45535,0.0966,0.0358,2834,1.09588,0.5543,1.0157,0.001486,0.001486,0.001486
131,28800,1.01316,0.52805,0.96427,0.7968,0.63836,0.7016,0.4572,0.09893,0.03708,2834,1.1005,0.5538,1.01642,0.00142,0.00142,0.00142
132,29068.4,1.00393,0.52223,0.95684,0.80822,0.62843,0.70242,0.45606,0.09873,0.03649,2834,1.10034,0.55336,1.01589,0.001354,0.001354,0.001354
133,29334.1,1.00475,0.52401,0.96022,0.81278,0.6248,0.69689,0.45547,0.09754,0.03677,2834,1.10137,0.55412,1.01802,0.001288,0.001288,0.001288
134,29600.6,1.00022,0.52099,0.9562,0.81205,0.61708,0.6962,0.45501,0.09706,0.03648,2834,1.10424,0.55229,1.01858,0.001222,0.001222,0.001222
135,29868.4,1.00699,0.52551,0.95869,0.8007,0.62206,0.69453,0.45618,0.0985,0.03665,2834,1.10232,0.55349,1.01787,0.001156,0.001156,0.001156
136,30156.3,1.00278,0.51945,0.95316,0.8171,0.61439,0.69753,0.45648,0.09923,0.03703,2834,1.10303,0.55175,1.01827,0.00109,0.00109,0.00109
137,30559.6,0.9955,0.51987,0.95615,0.80876,0.61313,0.69532,0.45591,0.09778,0.03681,2834,1.09754,0.55145,1.01557,0.001024,0.001024,0.001024
138,30860.8,0.99527,0.51552,0.95739,0.81547,0.61972,0.69912,0.45629,0.09899,0.03686,2834,1.09587,0.55156,1.01455,0.000958,0.000958,0.000958
139,31143.9,1.00157,0.51942,0.95646,0.81102,0.62331,0.7002,0.45896,0.09985,0.03734,2834,1.0996,0.55194,1.01602,0.000892,0.000892,0.000892
140,31424.2,0.98744,0.51306,0.95228,0.79687,0.63005,0.69818,0.45819,0.09946,0.03697,2834,1.10043,0.55336,1.01536,0.000826,0.000826,0.000826
141,31723.1,0.99444,0.51932,0.94906,0.80063,0.62266,0.69982,0.45859,0.09835,0.03735,2834,1.10422,0.55536,1.01467,0.00076,0.00076,0.00076
142,32026.4,1.00144,0.52285,0.95034,0.81325,0.62453,0.70435,0.45776,0.10091,0.03755,2834,1.10602,0.55426,1.01585,0.000694,0.000694,0.000694
143,32334.9,0.99573,0.51699,0.94727,0.82431,0.61841,0.70692,0.46003,0.10251,0.03834,2834,1.10643,0.55544,1.015,0.000628,0.000628,0.000628
144,32608.3,0.98907,0.51487,0.94994,0.813,0.6211,0.70607,0.45818,0.10152,0.0375,2834,1.10538,0.55426,1.01505,0.000562,0.000562,0.000562
145,32885.3,0.99132,0.51302,0.94929,0.83467,0.61425,0.70738,0.46166,0.10143,0.03799,2834,1.10351,0.55374,1.01429,0.000496,0.000496,0.000496
146,33164.3,0.99283,0.51701,0.94793,0.82665,0.61846,0.70889,0.4622,0.10328,0.03845,2834,1.10362,0.5527,1.01445,0.00043,0.00043,0.00043
147,33443.3,0.98788,0.51422,0.9495,0.81619,0.61968,0.70725,0.46097,0.10254,0.03806,2834,1.10279,0.55276,1.01362,0.000364,0.000364,0.000364
148,33721.5,0.98442,0.51229,0.94694,0.8205,0.622,0.70732,0.45986,0.10474,0.03817,2834,1.10288,0.55203,1.01371,0.000298,0.000298,0.000298
149,34000.5,0.98524,0.5151,0.94892,0.81639,0.62156,0.70457,0.46063,0.10363,0.03832,2834,1.10272,0.55168,1.01427,0.000232,0.000232,0.000232
150,34279.2,0.97405,0.50664,0.94556,0.82055,0.62104,0.70509,0.46011,0.10374,0.03834,2834,1.10465,0.5527,1.01431,0.000166,0.000166,0.000166
