epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,9042.54,1.18149,0.63674,0.98315,0.77849,0.60241,0.67355,0.43386,1.15403,0.60509,0.98183,0.001948,0.001948,0.001948
124,9115.64,1.18173,0.63713,0.98272,0.79376,0.60598,0.67598,0.4375,1.15209,0.60161,0.98137,0.001882,0.001882,0.001882
125,9188.89,1.18966,0.64428,0.98379,0.81511,0.59845,0.67947,0.43854,1.14823,0.60061,0.98052,0.001816,0.001816,0.001816
126,9262.01,1.17528,0.63612,0.97974,0.80053,0.59625,0.6769,0.43846,1.14578,0.59717,0.9797,0.00175,0.00175,0.00175
127,9334.84,1.18074,0.64141,0.98271,0.78542,0.61203,0.68413,0.43866,1.14739,0.59837,0.9798,0.001684,0.001684,0.001684
128,9408.08,1.16333,0.63007,0.98535,0.79235,0.60646,0.67752,0.43882,1.14523,0.59604,0.97815,0.001618,0.001618,0.001618
129,9481.25,1.16109,0.62986,0.97443,0.79792,0.60872,0.68163,0.44119,1.14776,0.59658,0.97882,0.001552,0.001552,0.001552
130,9554.36,1.16236,0.63035,0.97618,0.79416,0.61185,0.68467,0.44224,1.14017,0.59499,0.97712,0.001486,0.001486,0.001486
131,9627.49,1.16088,0.62839,0.97639,0.7913,0.60769,0.68083,0.44303,1.14165,0.5939,0.97685,0.00142,0.00142,0.00142
132,9700.31,1.15545,0.62479,0.97744,0.80359,0.60219,0.6794,0.43975,1.14067,0.59422,0.97688,0.001354,0.001354,0.001354
133,9773.47,1.1556,0.62293,0.97806,0.7972,0.60847,0.68155,0.44242,1.13899,0.59171,0.97642,0.001288,0.001288,0.001288
134,9846.19,1.16197,0.62734,0.98084,0.79283,0.60483,0.68019,0.43944,1.14065,0.59327,0.97677,0.001222,0.001222,0.001222
135,9919.09,1.15411,0.62254,0.97534,0.80578,0.6065,0.68234,0.44152,1.13933,0.59301,0.97696,0.001156,0.001156,0.001156
136,9991.98,1.14919,0.6212,0.97364,0.80186,0.59811,0.68316,0.44335,1.1365,0.59229,0.97599,0.00109,0.00109,0.00109
137,10064.9,1.14968,0.62329,0.97783,0.79177,0.60209,0.68065,0.44281,1.1352,0.59104,0.9748,0.001024,0.001024,0.001024
138,10137.9,1.15077,0.62149,0.97434,0.8057,0.59917,0.68333,0.44319,1.13361,0.59033,0.97454,0.000958,0.000958,0.000958
139,10210.8,1.15442,0.62008,0.9698,0.82906,0.58963,0.68321,0.44221,1.13251,0.59023,0.97433,0.000892,0.000892,0.000892
140,10283.8,1.15178,0.61668,0.97533,0.79773,0.60732,0.68351,0.44317,1.13356,0.58867,0.97472,0.000826,0.000826,0.000826
141,10370,1.13128,0.59854,0.96602,0.77001,0.60525,0.67567,0.43826,1.15179,0.59473,0.98145,0.00076,0.00076,0.00076
142,10443.8,1.11859,0.58994,0.96129,0.78157,0.59577,0.67333,0.43671,1.14984,0.59378,0.98016,0.000694,0.000694,0.000694
143,10517.9,1.11569,0.58581,0.96183,0.77552,0.60068,0.67281,0.43963,1.14527,0.59077,0.97918,0.000628,0.000628,0.000628
144,10591.8,1.10249,0.58521,0.95837,0.78515,0.59801,0.67434,0.4395,1.14579,0.58948,0.97861,0.000562,0.000562,0.000562
145,10666,1.09703,0.57909,0.9544,0.81403,0.59151,0.67891,0.4415,1.141,0.58867,0.97726,0.000496,0.000496,0.000496
146,10739.9,1.09889,0.58143,0.95803,0.79869,0.59383,0.67729,0.44185,1.13804,0.58739,0.97574,0.00043,0.00043,0.00043
147,10813.9,1.09888,0.57614,0.95263,0.80318,0.59688,0.67854,0.44372,1.13737,0.58608,0.97579,0.000364,0.000364,0.000364
148,10888.4,1.09247,0.57731,0.95346,0.78798,0.6034,0.67887,0.44298,1.13714,0.58561,0.97543,0.000298,0.000298,0.000298
149,10962.3,1.08865,0.57517,0.95512,0.80888,0.59315,0.6794,0.44435,1.13533,0.58603,0.97492,0.000232,0.000232,0.000232
150,11036.5,1.08793,0.5729,0.95635,0.79767,0.6062,0.68226,0.44543,1.13379,0.58423,0.97461,0.000166,0.000166,0.000166
