epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/clpf_loss,train/mf_sigreg_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mAP50_small(B),metrics/mAP50-95_small(B),metrics/small_instances(B),val/box_loss,val/cls_loss,val/dfl_loss,val/clpf_loss,val/mf_sigreg_loss,lr/pg0,lr/pg1,lr/pg2
1,275.912,6.18719,4.93963,4.14315,0.05933,0,0.01076,0.01386,0.00322,0.00098,0,0,2834,4.95472,3.59738,3.76954,0,0,0.0700815,0.00332428,0.00332428
2,645.409,4.44556,3.62806,3.02774,0.05891,0,0.23318,0.05801,0.03056,0.00886,0.00088,0.00019,2834,3.85191,2.64998,2.54108,0,0,0.0400376,0.00661367,0.00661367
