epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/clpf_loss,train/mf_sigreg_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mAP50_small(B),metrics/mAP50-95_small(B),metrics/small_instances(B),val/box_loss,val/cls_loss,val/dfl_loss,val/clpf_loss,val/mf_sigreg_loss,lr/pg0,lr/pg1,lr/pg2
1,460.306,6.23971,4.95885,4.12962,0.0595,0,0.00383,0.0112,0.00182,0.00049,0,0,2834,5.10121,13.0675,4.57318,0,0,0.0700815,0.00332428,0.00332428
2,920.305,4.5389,3.72442,3.11663,0.05984,0,0.05944,0.05909,0.02577,0.00687,0.0006,0.00014,2834,3.92374,2.73206,2.67905,0,0,0.0400376,0.00661367,0.00661367
