epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,9049.34,1.37966,0.76012,1.13599,0.71259,0.48997,0.5533,0.34215,1.32239,0.73728,1.13105,0.007228,0.007228,0.007228
44,9173.96,1.3637,0.74351,1.12578,0.70438,0.48047,0.54341,0.33538,1.33995,0.73483,1.13784,0.007162,0.007162,0.007162
45,9298.43,1.36658,0.74164,1.123,0.72133,0.49154,0.54959,0.34068,1.3133,0.73441,1.13109,0.007096,0.007096,0.007096
46,9422.73,1.36137,0.74464,1.12427,0.73919,0.4972,0.55689,0.35381,1.31506,0.71669,1.12408,0.00703,0.00703,0.00703
47,9547.16,1.34849,0.73868,1.1212,0.70036,0.50348,0.55134,0.34794,1.31786,0.71239,1.12286,0.006964,0.006964,0.006964
48,9671.51,1.34587,0.72935,1.11571,0.71759,0.49927,0.55554,0.34715,1.30379,0.71211,1.12169,0.006898,0.006898,0.006898
49,9795.8,1.33275,0.72633,1.11399,0.73161,0.47822,0.55327,0.35228,1.29834,0.71877,1.1232,0.006832,0.006832,0.006832
50,9920.15,1.33306,0.72607,1.11492,0.75395,0.47772,0.55374,0.34693,1.29094,0.71629,1.12054,0.006766,0.006766,0.006766
51,10044.1,1.33673,0.72588,1.10802,0.73116,0.49409,0.56683,0.35847,1.29175,0.69679,1.11478,0.0067,0.0067,0.0067
52,10168,1.32731,0.714,1.10593,0.72107,0.51335,0.57124,0.36126,1.27102,0.69872,1.11135,0.006634,0.006634,0.006634
53,10291.7,1.31248,0.70842,1.10195,0.78921,0.49274,0.56869,0.3589,1.28429,0.69617,1.11553,0.006568,0.006568,0.006568
54,10415.6,1.31107,0.70492,1.10125,0.73659,0.50155,0.55877,0.35435,1.2738,0.6967,1.10529,0.006502,0.006502,0.006502
55,10539.5,1.30465,0.70306,1.10014,0.74088,0.50976,0.56588,0.36381,1.26027,0.68446,1.09886,0.006436,0.006436,0.006436
56,10663.7,1.30563,0.70431,1.09804,0.70246,0.52353,0.5751,0.36541,1.27218,0.68292,1.10597,0.00637,0.00637,0.00637
57,10787.7,1.30419,0.70078,1.09586,0.74603,0.51555,0.57793,0.36584,1.26289,0.68155,1.10346,0.006304,0.006304,0.006304
58,10911.9,1.29243,0.69462,1.08915,0.74318,0.52737,0.583,0.36915,1.26094,0.67907,1.0996,0.006238,0.006238,0.006238
59,11036.3,1.27927,0.68603,1.08565,0.71607,0.52872,0.58129,0.36789,1.2448,0.67572,1.09071,0.006172,0.006172,0.006172
60,11160.6,1.28153,0.68002,1.08624,0.75214,0.52036,0.57712,0.36356,1.26972,0.67885,1.10097,0.006106,0.006106,0.006106
61,11284.5,1.27971,0.67899,1.0841,0.75083,0.52315,0.5871,0.37541,1.25384,0.67193,1.09635,0.00604,0.00604,0.00604
62,11409.4,1.27164,0.6764,1.08036,0.78501,0.49916,0.58582,0.3775,1.23556,0.66544,1.08914,0.005974,0.005974,0.005974
63,11533.2,1.26573,0.67056,1.07886,0.76395,0.51606,0.59206,0.37879,1.23889,0.66273,1.09048,0.005908,0.005908,0.005908
64,11657.3,1.26547,0.67335,1.07875,0.77661,0.52647,0.59274,0.37943,1.23787,0.66519,1.09174,0.005842,0.005842,0.005842
65,11781.7,1.25712,0.66557,1.079,0.76856,0.52603,0.5959,0.38389,1.23758,0.66071,1.09186,0.005776,0.005776,0.005776
66,11905.7,1.25294,0.66399,1.07971,0.77756,0.51767,0.59417,0.37932,1.23392,0.66221,1.09232,0.00571,0.00571,0.00571
67,12029.6,1.25415,0.66236,1.074,0.76688,0.52668,0.59464,0.38431,1.22578,0.6591,1.08284,0.005644,0.005644,0.005644
68,12153.7,1.23866,0.65643,1.06812,0.74722,0.52864,0.59245,0.38305,1.22889,0.66237,1.08404,0.005578,0.005578,0.005578
69,12277.3,1.24435,0.65844,1.06586,0.78434,0.52273,0.59384,0.38811,1.21793,0.64885,1.07922,0.005512,0.005512,0.005512
70,12401.2,1.24071,0.65744,1.07374,0.75552,0.53052,0.59591,0.38159,1.214,0.65104,1.0792,0.005446,0.005446,0.005446
71,12525.3,1.22702,0.6475,1.06516,0.76728,0.53829,0.60993,0.39363,1.21034,0.64188,1.07733,0.00538,0.00538,0.00538
72,12649.2,1.22927,0.65114,1.063,0.77068,0.52715,0.60585,0.38986,1.20973,0.63821,1.07798,0.005314,0.005314,0.005314
73,12772.9,1.2192,0.64788,1.05867,0.77653,0.5247,0.59912,0.38982,1.20306,0.63808,1.0719,0.005248,0.005248,0.005248
74,12897.1,1.22299,0.64071,1.0568,0.73617,0.53765,0.60582,0.38525,1.20228,0.64038,1.07501,0.005182,0.005182,0.005182
75,13021,1.21802,0.64014,1.05923,0.77872,0.52403,0.60748,0.39098,1.19927,0.63634,1.07229,0.005116,0.005116,0.005116
76,13145.3,1.21187,0.63967,1.05441,0.77564,0.53244,0.60372,0.38764,1.20821,0.64377,1.07664,0.00505,0.00505,0.00505
77,13269.7,1.21194,0.63686,1.05613,0.75781,0.54704,0.60716,0.39255,1.19752,0.62832,1.07238,0.004984,0.004984,0.004984
78,13393.7,1.21812,0.63566,1.05302,0.78123,0.52916,0.61403,0.39949,1.19211,0.62714,1.07077,0.004918,0.004918,0.004918
79,13517.9,1.20863,0.63495,1.05456,0.814,0.52168,0.61541,0.39888,1.1931,0.62367,1.07067,0.004852,0.004852,0.004852
80,13642.1,1.19451,0.6255,1.0468,0.79398,0.53231,0.61918,0.40369,1.18455,0.6149,1.06783,0.004786,0.004786,0.004786
81,13766.1,1.18609,0.62497,1.04658,0.77544,0.54987,0.62179,0.39962,1.18492,0.623,1.06831,0.00472,0.00472,0.00472
82,13890.2,1.19108,0.62907,1.05165,0.75865,0.54636,0.61214,0.39149,1.18478,0.62242,1.06985,0.004654,0.004654,0.004654
83,14014.2,1.19673,0.62378,1.045,0.74881,0.55189,0.61235,0.39716,1.1865,0.62617,1.06914,0.004588,0.004588,0.004588
84,14138,1.18215,0.61965,1.03435,0.76156,0.55607,0.62083,0.40386,1.17401,0.61399,1.06376,0.004522,0.004522,0.004522
85,14262.2,1.1843,0.62064,1.04364,0.77152,0.55634,0.62831,0.41056,1.17811,0.61284,1.06394,0.004456,0.004456,0.004456
86,14386.3,1.17598,0.61524,1.04527,0.80399,0.53269,0.62268,0.40678,1.16726,0.61075,1.05971,0.00439,0.00439,0.00439
