epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,150.57,7.18366,4.7372,3.98409,0.00055,0.03625,0.00041,0.00011,6.91999,3.82546,3.75478,0.0700815,0.00332428,0.00332428
2,293.902,5.70524,4.20855,3.49407,0.01063,0.02318,0.00382,0.00092,4.7833,6.34861,3.10934,0.0400376,0.00661367,0.00661367
