epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,18255.8,1.23648,0.64995,1.05075,0.77352,0.55392,0.62184,0.39147,1.2299,0.65045,1.07926,0.004852,0.004852,0.004852
80,18387.3,1.23386,0.65325,1.04544,0.78068,0.54603,0.62689,0.40144,1.22555,0.63869,1.07307,0.004786,0.004786,0.004786
81,18518.4,1.22809,0.64938,1.04832,0.78598,0.55657,0.6341,0.40328,1.22132,0.63767,1.07133,0.00472,0.00472,0.00472
82,18649.7,1.2293,0.65427,1.05124,0.77504,0.55286,0.6353,0.40639,1.21154,0.6376,1.06999,0.004654,0.004654,0.004654
83,18782.1,1.23167,0.64423,1.04461,0.78905,0.54531,0.62797,0.40486,1.21468,0.63483,1.07003,0.004588,0.004588,0.004588
84,18907.4,1.21713,0.64173,1.03362,0.78046,0.53319,0.63243,0.40398,1.21163,0.63554,1.06812,0.004522,0.004522,0.004522
85,19031.7,1.21674,0.63867,1.04043,0.74879,0.57291,0.64031,0.40831,1.21582,0.6343,1.06924,0.004456,0.004456,0.004456
86,19154.5,1.21514,0.63476,1.04586,0.76527,0.55943,0.63815,0.41083,1.21082,0.62748,1.06848,0.00439,0.00439,0.00439
87,19276.6,1.21071,0.63789,1.04073,0.7592,0.56365,0.63373,0.40882,1.20817,0.6383,1.06645,0.004324,0.004324,0.004324
88,19399.8,1.20847,0.6332,1.03393,0.75767,0.57953,0.64272,0.41491,1.20696,0.62741,1.06548,0.004258,0.004258,0.004258
89,19521.9,1.20074,0.63325,1.03863,0.76225,0.56845,0.63986,0.4108,1.2127,0.63431,1.06717,0.004192,0.004192,0.004192
90,19644.2,1.19031,0.62817,1.02766,0.77142,0.57254,0.64862,0.41861,1.19542,0.62027,1.0607,0.004126,0.004126,0.004126
91,19767.5,1.19492,0.62307,1.03311,0.76692,0.56845,0.64125,0.41402,1.20718,0.6213,1.0668,0.00406,0.00406,0.00406
92,19890.8,1.19467,0.6208,1.03058,0.7685,0.57411,0.64911,0.42065,1.20226,0.61788,1.06089,0.003994,0.003994,0.003994
93,20014.5,1.19125,0.62536,1.03146,0.79005,0.5756,0.64876,0.41915,1.19713,0.61447,1.06061,0.003928,0.003928,0.003928
94,20136.6,1.1822,0.62321,1.02812,0.75749,0.58331,0.64759,0.41808,1.19218,0.6184,1.06026,0.003862,0.003862,0.003862
95,20259.5,1.18794,0.62089,1.03077,0.78275,0.57481,0.64947,0.4221,1.19024,0.61246,1.0576,0.003796,0.003796,0.003796
