epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/mAP50_small(B),metrics/mAP50-95_small(B),metrics/small_instances(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,1071.71,1.91649,1.05906,1.29146,0.6116,0.46099,0.50461,0.24408,0.12591,0.04561,3770,1.8832,1.028,1.2815,0.009274,0.009274,0.009274
13,1157.82,1.88107,1.04012,1.28052,0.55581,0.44422,0.46874,0.2266,0.11724,0.04368,3770,1.95019,1.11213,1.30904,0.009208,0.009208,0.009208
14,1244.17,1.85819,1.02501,1.2678,0.61162,0.49656,0.53017,0.25955,0.14445,0.05261,3770,1.81087,0.98655,1.255,0.009142,0.009142,0.009142
15,1331.03,1.8455,1.00016,1.26069,0.62632,0.4979,0.54996,0.27509,0.14986,0.05594,3770,1.76283,0.96201,1.23577,0.009076,0.009076,0.009076
16,1417.63,1.82104,0.97932,1.25254,0.66436,0.51186,0.57703,0.28383,0.16021,0.05696,3770,1.7521,0.94203,1.22489,0.00901,0.00901,0.00901
17,1504.5,1.80284,0.97027,1.24117,0.62874,0.48245,0.54549,0.27154,0.14696,0.05498,3770,1.78541,0.95604,1.24283,0.008944,0.008944,0.008944
18,1590.74,1.78115,0.95274,1.23376,0.6436,0.50579,0.55912,0.27988,0.15654,0.05836,3770,1.73871,0.94336,1.22057,0.008878,0.008878,0.008878
19,1676.73,1.77553,0.94559,1.23161,0.63904,0.51819,0.56699,0.28518,0.15522,0.05795,3770,1.74065,0.93257,1.21949,0.008812,0.008812,0.008812
20,1762.44,1.75576,0.93468,1.2178,0.66217,0.53448,0.5826,0.29413,0.15966,0.05935,3770,1.69979,0.91224,1.19984,0.008746,0.008746,0.008746
21,1849.67,1.74444,0.92535,1.21081,0.69343,0.51038,0.59187,0.29698,0.17504,0.06551,3770,1.70372,0.9035,1.19691,0.00868,0.00868,0.00868
22,1936.01,1.73073,0.91658,1.20673,0.60417,0.53661,0.56366,0.28315,0.17116,0.06327,3770,1.74498,0.97372,1.21623,0.008614,0.008614,0.008614
23,2022.87,1.7145,0.90198,1.20414,0.68395,0.55024,0.61648,0.30997,0.18372,0.06843,3770,1.67369,0.88228,1.18745,0.008548,0.008548,0.008548
24,2109.03,1.6999,0.89564,1.20055,0.68367,0.52447,0.59697,0.30376,0.18052,0.06793,3770,1.68185,0.86897,1.19195,0.008482,0.008482,0.008482
25,2195.73,1.70064,0.89064,1.19393,0.68545,0.55264,0.61638,0.31562,0.18014,0.06873,3770,1.67056,0.85087,1.18218,0.008416,0.008416,0.008416
26,2281.12,1.67814,0.87678,1.18836,0.71729,0.53771,0.6233,0.31994,0.17768,0.06834,3770,1.65693,0.8542,1.17932,0.00835,0.00835,0.00835
27,2367.23,1.67654,0.87082,1.18032,0.68561,0.5614,0.62582,0.31938,0.20349,0.07832,3770,1.66229,0.85439,1.17361,0.008284,0.008284,0.008284
28,2454.44,1.65659,0.8642,1.17428,0.71766,0.5599,0.63499,0.33021,0.1994,0.07933,3770,1.62999,0.83619,1.16668,0.008218,0.008218,0.008218
29,2542.11,1.65507,0.85877,1.17205,0.68341,0.5641,0.62385,0.32239,0.18702,0.07179,3770,1.62454,0.84189,1.162,0.008152,0.008152,0.008152
30,2629.14,1.65617,0.85544,1.17433,0.72785,0.55572,0.64165,0.32934,0.19984,0.07552,3770,1.64587,0.82914,1.16444,0.008086,0.008086,0.008086
31,2716.68,1.64487,0.85411,1.17005,0.69179,0.54564,0.62103,0.31991,0.19146,0.07481,3770,1.65243,0.8525,1.17405,0.00802,0.00802,0.00802
32,2804.32,1.63192,0.84257,1.16283,0.7197,0.56685,0.64802,0.3367,0.198,0.07723,3770,1.61452,0.82378,1.15946,0.007954,0.007954,0.007954
33,2891.57,1.63257,0.83975,1.16404,0.71161,0.56955,0.64409,0.33192,0.19895,0.07557,3770,1.63388,0.83281,1.16452,0.007888,0.007888,0.007888
34,2978.99,1.62063,0.83219,1.1585,0.71926,0.56901,0.64604,0.33327,0.1997,0.07812,3770,1.61626,0.82394,1.15575,0.007822,0.007822,0.007822
35,3166.1,1.61938,0.83215,1.15578,0.71679,0.58826,0.66199,0.34265,0.21944,0.08517,3770,1.58576,0.80574,1.14581,0.007756,0.007756,0.007756
36,3358.13,1.60752,0.83031,1.15556,0.71125,0.59204,0.66248,0.34472,0.21358,0.08157,3770,1.59665,0.80279,1.14559,0.00769,0.00769,0.00769
37,3534.94,1.60167,0.82185,1.14853,0.70764,0.59557,0.66723,0.34516,0.21401,0.08264,3770,1.58549,0.79804,1.14925,0.007624,0.007624,0.007624
38,3722.22,1.58879,0.81173,1.14409,0.72471,0.58328,0.66846,0.34916,0.22179,0.0856,3770,1.57761,0.79208,1.14352,0.007558,0.007558,0.007558
39,3873.72,1.58123,0.80677,1.13916,0.7422,0.5877,0.67646,0.35083,0.22533,0.08712,3770,1.57447,0.78161,1.13732,0.007492,0.007492,0.007492
40,4009.57,1.58654,0.80978,1.14341,0.73446,0.59551,0.67393,0.35028,0.22008,0.085,3770,1.58285,0.79382,1.14208,0.007426,0.007426,0.007426
41,4198.25,1.58036,0.80902,1.14217,0.73873,0.59109,0.67361,0.34962,0.21992,0.08644,3770,1.57289,0.79207,1.13856,0.00736,0.00736,0.00736
42,4386.64,1.58012,0.79983,1.1385,0.74751,0.59291,0.67733,0.35494,0.22312,0.08625,3770,1.57805,0.78592,1.13757,0.007294,0.007294,0.007294
43,4571.55,1.57122,0.79759,1.13274,0.72632,0.59964,0.685,0.36034,0.23603,0.09543,3770,1.55917,0.77483,1.13286,0.007228,0.007228,0.007228
44,4665.63,1.57337,0.79558,1.13646,0.72838,0.60899,0.68356,0.35764,0.2193,0.08618,3770,1.56052,0.77796,1.13341,0.007162,0.007162,0.007162
45,4753.05,1.56203,0.78831,1.12977,0.73089,0.60697,0.69308,0.36171,0.2375,0.09351,3770,1.54233,0.76583,1.12611,0.007096,0.007096,0.007096
46,4887.19,1.5564,0.78606,1.12773,0.71844,0.62465,0.68534,0.35754,0.23622,0.09253,3770,1.56373,0.77438,1.13384,0.00703,0.00703,0.00703
47,5067.92,1.55366,0.78859,1.13281,0.74048,0.60831,0.68779,0.35975,0.23527,0.0926,3770,1.54197,0.76407,1.12381,0.006964,0.006964,0.006964
48,5254.34,1.55089,0.7802,1.12555,0.74192,0.60803,0.69231,0.36284,0.22887,0.09011,3770,1.55869,0.77383,1.12833,0.006898,0.006898,0.006898
49,5443.77,1.54172,0.77837,1.12243,0.76999,0.61074,0.69793,0.36647,0.23802,0.09431,3770,1.55094,0.7568,1.12917,0.006832,0.006832,0.006832
50,5631.44,1.5365,0.77819,1.12124,0.76421,0.60215,0.69462,0.36582,0.23425,0.09205,3770,1.54458,0.75717,1.12595,0.006766,0.006766,0.006766
51,5815.57,1.53114,0.7738,1.11897,0.75347,0.61345,0.69941,0.368,0.24047,0.09536,3770,1.53815,0.75612,1.12315,0.0067,0.0067,0.0067
52,5958.07,1.53303,0.77533,1.12516,0.73775,0.62639,0.69765,0.36734,0.2324,0.09192,3770,1.53493,0.75615,1.11812,0.006634,0.006634,0.006634
53,6150.29,1.52008,0.76678,1.11059,0.74457,0.63113,0.71239,0.37753,0.25145,0.10052,3770,1.52421,0.74771,1.11946,0.006568,0.006568,0.006568
54,6337.98,1.52644,0.76987,1.11981,0.7573,0.61925,0.71387,0.37538,0.25057,0.09775,3770,1.52048,0.74223,1.11147,0.006502,0.006502,0.006502
55,6521.1,1.51813,0.76085,1.10996,0.74133,0.63436,0.71178,0.37515,0.24864,0.09798,3770,1.51376,0.74462,1.1136,0.006436,0.006436,0.006436
56,6714.31,1.51489,0.75966,1.11138,0.75431,0.62663,0.71305,0.37299,0.25351,0.10016,3770,1.51199,0.74144,1.11188,0.00637,0.00637,0.00637
57,6908.73,1.52071,0.75977,1.11244,0.73997,0.64182,0.71518,0.37557,0.25542,0.10117,3770,1.51373,0.73284,1.11054,0.006304,0.006304,0.006304
58,7091.56,1.50824,0.75384,1.10905,0.77827,0.62068,0.71184,0.38049,0.24806,0.09924,3770,1.50063,0.72637,1.1065,0.006238,0.006238,0.006238
59,7280.78,1.50836,0.75264,1.10417,0.76387,0.61853,0.71423,0.38151,0.25488,0.1015,3770,1.50183,0.73247,1.10791,0.006172,0.006172,0.006172
60,7471.21,1.50294,0.75343,1.10515,0.75518,0.637,0.71274,0.3794,0.25084,0.10151,3770,1.49972,0.7271,1.10296,0.006106,0.006106,0.006106
61,7655.73,1.49403,0.74099,1.10042,0.75118,0.63295,0.71816,0.38209,0.25975,0.10347,3770,1.5069,0.72795,1.10807,0.00604,0.00604,0.00604
62,7845.84,1.49369,0.74643,1.09841,0.76683,0.63188,0.72221,0.38583,0.2598,0.10359,3770,1.49887,0.72732,1.10042,0.005974,0.005974,0.005974
63,8032.36,1.48451,0.74005,1.09474,0.76476,0.63459,0.72438,0.38648,0.26289,0.10486,3770,1.5036,0.72208,1.10292,0.005908,0.005908,0.005908
64,8219.98,1.48559,0.73768,1.09665,0.77518,0.64477,0.72852,0.38504,0.26055,0.10318,3770,1.50567,0.7208,1.10643,0.005842,0.005842,0.005842
65,8406.5,1.48192,0.73745,1.0909,0.75948,0.63788,0.72779,0.38629,0.26112,0.10343,3770,1.49122,0.72004,1.10131,0.005776,0.005776,0.005776
66,8593.42,1.47997,0.7348,1.0959,0.77671,0.63672,0.72854,0.3892,0.25984,0.10496,3770,1.49408,0.71672,1.0998,0.00571,0.00571,0.00571
67,8783.04,1.4764,0.73283,1.09402,0.77442,0.6432,0.7279,0.38957,0.26499,0.10633,3770,1.48719,0.7142,1.09772,0.005644,0.005644,0.005644
68,8961.58,1.46507,0.72777,1.08996,0.76973,0.63349,0.72458,0.39003,0.26195,0.10621,3770,1.48066,0.71093,1.09464,0.005578,0.005578,0.005578
69,9139.68,1.4635,0.72242,1.09498,0.77081,0.64201,0.72685,0.39081,0.26259,0.10534,3770,1.47451,0.70929,1.09487,0.005512,0.005512,0.005512
70,9318.48,1.46032,0.71993,1.08736,0.77192,0.64025,0.72914,0.38944,0.26814,0.10838,3770,1.478,0.70859,1.09475,0.005446,0.005446,0.005446
71,9501.88,1.45971,0.7241,1.08878,0.75703,0.64282,0.72496,0.38752,0.26102,0.10535,3770,1.47799,0.71023,1.09441,0.00538,0.00538,0.00538
72,9727.32,1.45253,0.71977,1.08781,0.76504,0.65246,0.72964,0.3914,0.26026,0.10513,3770,1.46939,0.70755,1.0896,0.005314,0.005314,0.005314
73,9831.12,1.45138,0.71489,1.08443,0.78106,0.64602,0.73645,0.39399,0.26438,0.10577,3770,1.47669,0.70291,1.09102,0.005248,0.005248,0.005248
74,9915.77,1.45816,0.72003,1.08467,0.76842,0.64903,0.73226,0.39468,0.26731,0.10801,3770,1.4704,0.70284,1.0898,0.005182,0.005182,0.005182
75,10000.3,1.45146,0.71416,1.08348,0.78364,0.64846,0.73443,0.39615,0.26969,0.11083,3770,1.47698,0.70013,1.09378,0.005116,0.005116,0.005116
76,10084.6,1.44662,0.70879,1.08279,0.77059,0.65262,0.73346,0.3967,0.2723,0.11073,3770,1.4654,0.69913,1.08882,0.00505,0.00505,0.00505
77,10169.2,1.43836,0.70905,1.07788,0.76771,0.65703,0.73871,0.39726,0.2706,0.10952,3770,1.46193,0.69518,1.08579,0.004984,0.004984,0.004984
78,10254.1,1.43982,0.70921,1.07948,0.74966,0.65702,0.73608,0.39663,0.27424,0.11246,3770,1.46129,0.69567,1.08546,0.004918,0.004918,0.004918
79,10338.8,1.43264,0.70768,1.07437,0.76597,0.66375,0.73637,0.39887,0.26804,0.10947,3770,1.45656,0.69213,1.08421,0.004852,0.004852,0.004852
80,10422.7,1.43739,0.70642,1.07654,0.75989,0.65973,0.73927,0.39937,0.27176,0.11195,3770,1.45728,0.69154,1.08308,0.004786,0.004786,0.004786
81,10507.5,1.41992,0.6975,1.07037,0.77698,0.65174,0.74234,0.39942,0.27498,0.11289,3770,1.45824,0.68978,1.08383,0.00472,0.00472,0.00472
82,10592.4,1.42265,0.70004,1.07175,0.77018,0.66539,0.74138,0.39796,0.27304,0.11007,3770,1.46039,0.69552,1.08511,0.004654,0.004654,0.004654
83,10677.1,1.42819,0.7001,1.07201,0.77065,0.65982,0.74252,0.39982,0.27592,0.11177,3770,1.45606,0.69154,1.08345,0.004588,0.004588,0.004588
84,10761,1.42257,0.697,1.0707,0.78759,0.65071,0.74337,0.40507,0.27504,0.11174,3770,1.45147,0.68757,1.08087,0.004522,0.004522,0.004522
85,10844.8,1.41396,0.69574,1.06886,0.78582,0.6587,0.7517,0.40761,0.27833,0.11388,3770,1.44519,0.68509,1.07873,0.004456,0.004456,0.004456
86,10929.2,1.40691,0.6897,1.06437,0.8029,0.64475,0.75271,0.4073,0.28572,0.11607,3770,1.44592,0.68249,1.08081,0.00439,0.00439,0.00439
87,11013.8,1.41422,0.69317,1.06689,0.76933,0.66324,0.74669,0.40405,0.27678,0.11394,3770,1.44838,0.68475,1.0815,0.004324,0.004324,0.004324
88,11098,1.40727,0.68884,1.06443,0.77228,0.67276,0.75258,0.40926,0.28158,0.11539,3770,1.4422,0.67626,1.07958,0.004258,0.004258,0.004258
89,11182,1.40202,0.68819,1.06529,0.77759,0.66689,0.75106,0.4059,0.28144,0.11338,3770,1.44094,0.6781,1.07868,0.004192,0.004192,0.004192
90,11266.2,1.41137,0.68845,1.06865,0.77518,0.66817,0.75323,0.40671,0.28426,0.11534,3770,1.44964,0.68126,1.08077,0.004126,0.004126,0.004126
91,11350.8,1.39778,0.68769,1.06053,0.8045,0.65946,0.75942,0.41397,0.28763,0.11742,3770,1.43498,0.67657,1.07491,0.00406,0.00406,0.00406
92,11435.3,1.40362,0.68257,1.06391,0.78748,0.6724,0.75961,0.41085,0.2857,0.11759,3770,1.43776,0.67565,1.07633,0.003994,0.003994,0.003994
93,11519.5,1.39578,0.68155,1.05897,0.79408,0.6632,0.75677,0.41019,0.28076,0.11491,3770,1.43729,0.67397,1.07578,0.003928,0.003928,0.003928
94,11603.5,1.39251,0.67738,1.05947,0.78815,0.66702,0.75676,0.41118,0.28221,0.11631,3770,1.43378,0.67194,1.07508,0.003862,0.003862,0.003862
95,11687.7,1.39156,0.67546,1.0591,0.80213,0.66582,0.75666,0.41263,0.2849,0.11638,3770,1.43717,0.66836,1.07518,0.003796,0.003796,0.003796
96,11772.5,1.38277,0.67499,1.05681,0.77856,0.67088,0.75272,0.41151,0.28432,0.11776,3770,1.43768,0.67205,1.07666,0.00373,0.00373,0.00373
97,11857.5,1.38309,0.67274,1.05738,0.79842,0.67025,0.75886,0.41404,0.28706,0.11837,3770,1.43648,0.66894,1.0788,0.003664,0.003664,0.003664
98,11942.3,1.37984,0.67088,1.05437,0.79317,0.67078,0.7575,0.41501,0.28325,0.11689,3770,1.43336,0.66787,1.07636,0.003598,0.003598,0.003598
99,12026.8,1.38213,0.6721,1.05267,0.79207,0.67331,0.76174,0.41577,0.29024,0.1197,3770,1.42918,0.66672,1.07296,0.003532,0.003532,0.003532
100,12112.6,1.37393,0.66835,1.05303,0.78293,0.67144,0.75947,0.41567,0.286,0.11861,3770,1.43205,0.66968,1.07479,0.003466,0.003466,0.003466
101,12219.7,1.36746,0.66647,1.05007,0.78261,0.67535,0.75813,0.41258,0.28824,0.11844,3770,1.42853,0.66552,1.07165,0.0034,0.0034,0.0034
102,12408.8,1.36831,0.66233,1.04836,0.77769,0.67366,0.75769,0.41601,0.28469,0.11745,3770,1.43216,0.66325,1.07229,0.003334,0.003334,0.003334
103,12593.1,1.36674,0.66269,1.05265,0.79787,0.66569,0.75925,0.41783,0.28716,0.11775,3770,1.42849,0.66236,1.07217,0.003268,0.003268,0.003268
104,12777.8,1.36346,0.66102,1.04876,0.7751,0.6883,0.76084,0.41507,0.2886,0.11886,3770,1.42522,0.66118,1.07144,0.003202,0.003202,0.003202
105,12960.6,1.35537,0.65855,1.04236,0.79789,0.67492,0.76442,0.41626,0.29241,0.11974,3770,1.42261,0.66091,1.06966,0.003136,0.003136,0.003136
106,13149.1,1.3644,0.65601,1.04672,0.79189,0.68073,0.76402,0.41595,0.29043,0.11862,3770,1.42325,0.66012,1.06961,0.00307,0.00307,0.00307
107,13337.6,1.35572,0.65463,1.04402,0.79148,0.67572,0.7655,0.41861,0.29192,0.1205,3770,1.41933,0.65915,1.06963,0.003004,0.003004,0.003004
108,13523.9,1.35015,0.65557,1.04184,0.79253,0.67616,0.7647,0.41939,0.2897,0.12048,3770,1.42022,0.65822,1.06931,0.002938,0.002938,0.002938
109,13711,1.35048,0.65237,1.04339,0.79135,0.67967,0.76515,0.419,0.29131,0.12052,3770,1.41829,0.65735,1.06842,0.002872,0.002872,0.002872
110,13899.2,1.34744,0.65155,1.0428,0.80197,0.66897,0.76619,0.41941,0.29313,0.12096,3770,1.41513,0.65599,1.06722,0.002806,0.002806,0.002806
111,14077.9,1.34107,0.64851,1.04072,0.79209,0.67386,0.76306,0.41842,0.29278,0.12138,3770,1.41281,0.65682,1.06654,0.00274,0.00274,0.00274
112,14260.2,1.34222,0.64704,1.04169,0.77488,0.68573,0.76408,0.42004,0.29435,0.12296,3770,1.41227,0.6567,1.06832,0.002674,0.002674,0.002674
113,14347.3,1.33902,0.64499,1.03914,0.79235,0.67639,0.76774,0.42015,0.29776,0.12257,3770,1.4155,0.65522,1.0685,0.002608,0.002608,0.002608
114,14430.3,1.33349,0.64364,1.03884,0.78983,0.68024,0.76706,0.41948,0.29346,0.12204,3770,1.41676,0.65423,1.06801,0.002542,0.002542,0.002542
115,14514.1,1.33164,0.64457,1.03899,0.79829,0.68309,0.77064,0.42081,0.29887,0.1238,3770,1.41472,0.65308,1.06729,0.002476,0.002476,0.002476
116,14647.6,1.32712,0.64239,1.03661,0.81081,0.67256,0.77012,0.41958,0.29727,0.12346,3770,1.41553,0.65317,1.06748,0.00241,0.00241,0.00241
117,14840.7,1.3197,0.63793,1.03372,0.78234,0.68131,0.76409,0.41751,0.29596,0.12265,3770,1.41491,0.65147,1.06742,0.002344,0.002344,0.002344
118,15032.4,1.3219,0.63727,1.03238,0.78696,0.68424,0.76467,0.41848,0.29728,0.12339,3770,1.41494,0.65267,1.06738,0.002278,0.002278,0.002278
119,15223.3,1.32232,0.63882,1.03377,0.79954,0.68135,0.76695,0.41972,0.29932,0.12444,3770,1.41408,0.6512,1.06662,0.002212,0.002212,0.002212
120,15415.1,1.31852,0.63403,1.02942,0.80912,0.67711,0.77068,0.42174,0.29967,0.12449,3770,1.41128,0.65012,1.06506,0.002146,0.002146,0.002146
121,15603.8,1.31914,0.63609,1.03233,0.8126,0.67555,0.76882,0.42101,0.29783,0.12345,3770,1.41228,0.65044,1.06511,0.00208,0.00208,0.00208
122,15788.1,1.31288,0.63494,1.03087,0.81123,0.67116,0.767,0.42221,0.30108,0.12569,3770,1.407,0.64721,1.0641,0.002014,0.002014,0.002014
123,15971.2,1.31839,0.63318,1.02801,0.81639,0.67572,0.77275,0.4238,0.30392,0.12594,3770,1.40813,0.64462,1.06348,0.001948,0.001948,0.001948
124,16119.7,1.30965,0.62584,1.02771,0.81906,0.67054,0.7708,0.42408,0.30149,0.12613,3770,1.40664,0.6443,1.06258,0.001882,0.001882,0.001882
125,16204.6,1.30457,0.62842,1.02477,0.80694,0.68213,0.77245,0.4231,0.30134,0.12522,3770,1.40974,0.64601,1.06346,0.001816,0.001816,0.001816
126,16311.3,1.30001,0.62233,1.02592,0.79826,0.68808,0.77214,0.42276,0.30254,0.12545,3770,1.40923,0.64506,1.06475,0.00175,0.00175,0.00175
127,16490.3,1.30612,0.62402,1.02555,0.80726,0.6901,0.77049,0.4228,0.30215,0.12604,3770,1.41095,0.64629,1.06547,0.001684,0.001684,0.001684
128,16574.1,1.30215,0.62477,1.0239,0.80433,0.68186,0.76719,0.42309,0.29962,0.12613,3770,1.40911,0.64651,1.0636,0.001618,0.001618,0.001618
129,16657,1.2963,0.62021,1.01938,0.78392,0.69459,0.76814,0.42179,0.2999,0.12522,3770,1.40995,0.64522,1.0645,0.001552,0.001552,0.001552
130,16740,1.2945,0.62148,1.01858,0.79477,0.68499,0.76835,0.42256,0.30178,0.1263,3770,1.40853,0.64479,1.06327,0.001486,0.001486,0.001486
131,16823.9,1.28656,0.61799,1.01958,0.79307,0.68352,0.76834,0.42253,0.30118,0.12601,3770,1.40919,0.64437,1.06493,0.00142,0.00142,0.00142
132,16910.1,1.28498,0.61603,1.02002,0.79623,0.68834,0.77028,0.42213,0.30094,0.12509,3770,1.40827,0.64386,1.06473,0.001354,0.001354,0.001354
133,16993.8,1.27947,0.61337,1.02125,0.80226,0.68418,0.7692,0.42238,0.30037,0.12584,3770,1.41035,0.64434,1.066,0.001288,0.001288,0.001288
134,17078.4,1.27932,0.61307,1.01647,0.80008,0.68769,0.77113,0.42225,0.30198,0.12524,3770,1.4102,0.64283,1.06669,0.001222,0.001222,0.001222
135,17162.2,1.27755,0.61383,1.01565,0.8084,0.68336,0.77223,0.42349,0.30308,0.12585,3770,1.41012,0.6426,1.06696,0.001156,0.001156,0.001156
136,17246,1.27154,0.60811,1.01609,0.80784,0.69072,0.77183,0.42389,0.30283,0.1256,3770,1.41075,0.64322,1.06669,0.00109,0.00109,0.00109
137,17329,1.27629,0.60911,1.01293,0.80674,0.68926,0.77323,0.42476,0.3046,0.12619,3770,1.40893,0.64353,1.06517,0.001024,0.001024,0.001024
138,17412.1,1.27012,0.60908,1.01394,0.80613,0.68807,0.77241,0.42543,0.30379,0.1262,3770,1.40887,0.64318,1.06533,0.000958,0.000958,0.000958
139,17495.9,1.26661,0.60492,1.01346,0.80796,0.68807,0.77306,0.42552,0.30503,0.1273,3770,1.40722,0.64178,1.06568,0.000892,0.000892,0.000892
140,17578.8,1.26531,0.60789,1.01279,0.81316,0.68233,0.77232,0.42455,0.30582,0.1272,3770,1.40738,0.6409,1.06562,0.000826,0.000826,0.000826
141,17679.8,1.26429,0.6045,1.00892,0.81378,0.68302,0.77227,0.42491,0.30642,0.12776,3770,1.40873,0.64093,1.06649,0.00076,0.00076,0.00076
142,17762.4,1.25881,0.60447,1.00715,0.81616,0.68148,0.77224,0.42566,0.30588,0.12804,3770,1.40911,0.64127,1.06671,0.000694,0.000694,0.000694
143,17845.1,1.26062,0.60117,1.01113,0.80283,0.69108,0.77318,0.42481,0.30536,0.12755,3770,1.40883,0.6407,1.06664,0.000628,0.000628,0.000628
144,17927.6,1.25269,0.60082,1.00801,0.80054,0.694,0.77347,0.42346,0.30583,0.12683,3770,1.41074,0.64062,1.06708,0.000562,0.000562,0.000562
145,18010,1.25498,0.60369,1.00988,0.80331,0.69116,0.7734,0.4256,0.30656,0.12798,3770,1.4108,0.64038,1.06675,0.000496,0.000496,0.000496
146,18092.6,1.25168,0.59771,1.00733,0.79787,0.69048,0.77386,0.42546,0.30678,0.1283,3770,1.41072,0.64041,1.06678,0.00043,0.00043,0.00043
147,18183.1,1.24364,0.59571,1.0073,0.79396,0.69416,0.77425,0.42579,0.30736,0.12843,3770,1.41053,0.63956,1.0666,0.000364,0.000364,0.000364
148,18270.4,1.25063,0.59785,1.00473,0.79933,0.69081,0.77629,0.42718,0.30793,0.12902,3770,1.41034,0.63933,1.06663,0.000298,0.000298,0.000298
149,18352.4,1.24624,0.59511,1.00648,0.80418,0.68826,0.77473,0.42698,0.30803,0.12877,3770,1.41008,0.63939,1.0666,0.000232,0.000232,0.000232
150,18436.6,1.24405,0.59272,1.0055,0.80306,0.6901,0.77493,0.42718,0.30857,0.12906,3770,1.40904,0.63947,1.06621,0.000166,0.000166,0.000166
